question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
5ばん,朝食のメニューが売れていない,近所の人があまり来てくれない,こんでいてもせきを空けないきゃくがいる,ことばづかいがよくない店員がいる,こんでいてもせきを空けないきゃくがいる,n3q11.mp3,,,,,,,,,５番   レストランで 店長（てんちょう）と 女（おんな）の 店員（てんいん）が 話（はな）しています。   女（おんな）の 店員（てんいん）は 店（みせ）について 何（なに）が 問題（もんだい）だと 言（い）っていますか。    Ｆ：そうですね。朝（あさ）6時（じ）の 開店（かいてん）は 心配（しんぱい）だったんですが、お客（きゃく）様（さま）は 来（き）ています。   　　でも、食事（しょくじ）が 終（お）わっても 席（せき）を 使（つか）い続（つづ）ける 人（ひと）が 多（おお）くて、入（はい）れない お客（きゃく）様（さま）が いることです。    女（おんな）の 店員（てんいん）は 店（みせ）について 何（なに）が 問題（もんだい）だと 言（い）っていますか。  ,,,,,
6ばん,せんぱいにしりょうを見せる,ちょうさをしなおす,しりょうにグラフをくわえる,はっぴょうのながれを かえる,はっぴょうのながれを かえる,n3q12.mp3,,,,,,,,,６番   学生（がくせい）が 発表（はっぴょう）の 準備（じゅんび）について 話（はな）しています。   二人（ふたり）は このあと まず 何（なに）を しますか。    Ｆ：資料（しりょう）に 問題点（もんだいてん）が あるって 言（い）われたの。   Ｍ：じゃ、グラフを 加（くわ）えようか。   Ｆ：それと、発表（はっぴょう）の 流（なが）れも 変（か）えたほうがいいって。   Ｍ：じゃあ、先（さき）に 流（なが）れを 直（なお）そう。    二人（ふたり）は このあと まず 何（なに）を しますか。,,,,,
1ばん,1,2,3,4,3,n3q13.mp3,,,,,,,,,１番   テレビで アナウンサーが 話（はな）しています。    Ｆ：皆（みな）さん、突然（とつぜん）ですが、私（わたし）、左利（ひだりき）きなんです。   　　マイクを持（も）つのも 左手（ひだりて）、はしを持（も）つのも 左手（ひだりて）です。   　　今（いま）来（き）ている こちらのお店（みせ）、文房具（ぶんぼうぐ）など、ちょっと見（み）たところ よくある 普通（ふつう）のものが 売（う）られていますが、   　　大変（たいへん）人気（にんき）があって、全国（ぜんこく）から お客（きゃく）さんが 集（あつ）まってくるそうです。   　　すべての商品（しょうひん）が 左利（ひだりき）きの人（ひと）のためのものなんです。   　　普段（ふだん）は あまり 意識（いしき）しないかもしれませんが、普通（ふつう）の はさみ、包丁（ほうちょう）などは 右手（みぎて）で使（つか）うように 作（つく）られています。   　　こちらのお店（みせ）には、日常（にちじょう）使（つか）うものから パソコンのキーボードなどの 電気製品（でんきせいひん）、ギターなどの 楽器（がっき）まで あるんですよ。すごいですね。    アナウンサーは 主（おも）に 何（なに）について 話（はな）していますか。    １．左利（ひだりき）き用（よう）の 道具（どうぐ）の 特徴（とくちょう）   ２．左利（ひだりき）きの人（ひと）の 苦労（くろう）   ３．この店（みせ）で 扱（あつか）っている 商品（しょうひん）   ４．この店（みせ）の 利用客（りようきゃく）の 感想（かんそう）  ,,,,,
2ばん,1,2,3,4,4,n3q14.mp3,,,,,,,,,２番   ラジオで スポーツ選手（せんしゅ）が 話（はな）しています。    Ｍ：けがで 思（おも）うような 成績（せいせき）が 出（だ）せず、テニス選手（せんしゅ）としての 活動（かつどう）を 休（やす）むことにしたあと、   　　選手（せんしゅ）を やめて 指導者（しどうしゃ）になることも 考（かんが）えました。   　　でも、目標（もくひょう）を 持（も）って 頑張（がんば）る 若（わか）い 選手（せんしゅ）たちの 試合（しあい）を 見（み）て、   　　まだ あきらめられない 気持（きも）ちが 出（で）てきました。   　　自分（じぶん）も その場所（ばしょ）に 立（た）ちたいと 思（おも）い、   　　選手（せんしゅ）を 育（そだ）てるのは もう少（すこ）し 先（さき）でも いいと 思（おも）ったんです。   　　休（やす）んでいる 間（あいだ）も 応援（おうえん）してくださった 方（かた）たちのためにも、   　　新（あたら）しい 気持（きも）ちで やっていきたいと 思（おも）います。    このスポーツ選手（せんしゅ）が 伝（つた）えたいことは 何（なん）ですか。    １．選手（せんしゅ）としての 活動（かつどう）を 休（やす）むということ   ２．選手（せんしゅ）を やめるということ   ３．指導者（しどうしゃ）になるということ   ４．もう一度（いちど） 選手（せんしゅ）として 活動（かつどう）するということ  ,,,,,
3ばん,1,2,3,4,2,n3q15.mp3,,,,,,,,,３番   テレビで 博物館（はくぶつかん）の人（ひと）が 話（はな）しています。    Ｍ：子供（こども）に 科学（かがく）を 好（す）きになってもらいたい ご両親（りょうしん）、多（おお）いと 思（おも）います。   　　でも、子供（こども）に 正（ただ）しく 分（わ）かってもらおうと、   　　つい 大人（おとな）に 説明（せつめい）するときのように 数学的（すうがくてき）な 話（はなし）や 専門的（せんもんてき）な 話（はなし）を していませんか。   　　子供（こども）には 難（むずか）しい 話（はなし）を しても しかたありません。   　　言葉（ことば）で 詳（くわ）しく 説明（せつめい）するよりも、実際（じっさい）に 経験（けいけん）させることが 大切（たいせつ）なんです。   　　例えば（たとえば）、月（つき）での 重（おも）さの 感（かん）じ方（かた）を 教（おし）えるときだったら、   　　地球（ちきゅう）で 1キログラムのものが 月（つき）では どのくらいの 重（おも）さに 感（かん）じるか、   　　持（も）った 感覚（かんかく）で 分（わ）かるようにすると いいですよ。    博物館（はくぶつかん）の人（ひと）は 何（なに）について 話（はな）していますか。    １．子供（こども）が 科学（かがく）を 好（す）きな 理由（りゆう）   ２．子供（こども）への 科学（かがく）の 教（おし）え方（かた）   ３．子供（こども）に 科学（かがく）を 学（まな）ばせる 理由（りゆう）   ４．子供（こども）にとって 必要（ひつよう）な 科学（かがく）の 知識（ちしき）  ,,,,,
1ばん,1,2,3,,1,n3q16.mp3,,,audioimage1,,,,,,１番   約束（やくそく）の 時間（じかん）に 少（すこ）し 遅（おく）れました。   友達（ともだち）に 何（なん）と 言（い）いますか。    Ｆ：   １．待（ま）たせて ごめん。   ２．急（いそ）がせちゃって ごめん。   ３．ごめん、お先（さき）に。  ,,,,,
2ばん,1,2,3,,2,n3q17.mp3,,,audioimage2,,,,,,２番   観光（かんこう）の 案内（あんない）を しています。   建物（たてもの）を 見（み）てもらいたいです。   何（なん）と 言（い）いますか。    Ｆ：   １．こちらで お目（め）に かかります。   ２．こちらを ご覧（らん）ください。   ３．お見（み）せ くださいますか。,,,,,
3ばん,1,2,3,,3,n3q18.mp3,,,audioimage3,,,,,,３番   荷物（にもつ）を 受（う）け取（と）ります。   サインするところが 分（わ）かりません。   何（なん）と 言（い）いますか。    Ｍ：   １．どこに サインが 書（か）いてありますか。   ２．どこで サインを 渡（わた）しましょうか。   ３．どこに サインを すれば いいですか。,,,,,
4ばん,1,2,3,,3,n3q19.mp3,,,audioimage4,,,,,,４番   今日（きょう）は あまり おなかが すいていません。   ご飯（はん）を 普通（ふつう）より 少（すく）なくして ほしいです。   何（なん）と 言（い）いますか。    Ｆ：   １．ご飯（はん）、少（すく）なすぎるんですけど。   ２．ご飯（はん）、あと 少（すこ）し ほしいです。   ３．ご飯（はん）、少（すく）なめで お願（ねが）いします。  ,,,,,
20ばん,1,2,3,,1,n3q20.mp3,,,,,,,,,１番   Ｍ：山田（やまだ）さん、作（つく）り直（なお）してくれた 資料（しりょう）、見（み）やすく なってましたよ。    Ｆ：   １．ありがとうございます。よかったです。   ２．分（わ）かりました。すぐに 直（なお）します。   ３．もっと 簡単（かんたん）に するんですか。,,,,,
21ばん,1,2,3,,3,n3q21.mp3,,,,,,,,,２番   Ｆ：ねえ、ちょっと 木村（きむら）さんに 用（よう）が あるんだけど、見（み）なかった？    Ｍ：   １．じゃ、一緒（いっしょ）に 見（み）よう。   ２．特（とく）に 用（よう）は ないんだけど。   ３．さあ。ほかの人（ひと）に 聞（き）いてみて。  ,,,,,
22ばん,1,2,3,,2,n3q22.mp3,,,,,,,,,３番   Ｍ：昨日（きのう）貸（か）してくれた 本（ほん）、読（よ）み出（だ）したら 止（と）まらなくなっちゃったよ。    Ｆ：   １．じゃ、全部（ぜんぶ）読（よ）まなくても いいよ。   ２．けっこう おもしろかったでしょう。   ３．本（ほん）、なくなっちゃったの？  ,,,,,
