question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
5ばん,れんしゅうだと思って話す,十分にれんしゅうをする,ふかいこきゅうをしてから始める,"
きんちょうしていると伝える","
きんちょうしていると伝える",n3q34.mp3,520,632,,,,,,,話し方教室で先生が話しています。先生はスピーチをする時、どんな方法で緊張しなくなったと言っていますか。今日はわたしの経験をお話しします。わたしは以前スピーチをする時、緊張してうまく話せませんでした。よく練習だと思ってやればいいという人もいますが、大勢の人の前に立つとなかなか。スピーチの前にはもちろん十分練習をしましたし、落ち着くために息を深く吐いてから始めてみたりしましたが、それでもだめでした。あるとき、スピーチの最初に自分が緊張していることを正直に話してみたんです。その後なぜか楽になって、緊張せずに話せました。何度かそうしていたら、いつの間にかすっかり緊張しないで話せるようになりました。先生はスピーチをする時、どんな方法で緊張しなくなったと言っていますか。,,,,,
6ばん,じゅぎょうを聞いて、よく分からなかったこと,じゅぎょうを聞いて、はじめて知ったこと,じゅぎょうで、特におもしろかったこと,じゅぎょうで、あつかわれなかったこと,じゅぎょうを聞いて、よく分からなかったこと,n3q34.mp3,632,752,,,,,,,大学で男の学生と女の学生が話しています。男の学生は社会学のレポートでどんなことを書くことにしましたか。男：ねえ、社会学のレポート、テーマは自由ってことだけど、こういうときいつもどうやってテーマ決めてる？女：そうだな。復習のために授業のとき、よく分からなかったことを調べて書いたり、ほかには授業を聞いて、自分が初めて知ったことをまとめたり。男：そうか、よく分からなかったところをやるっていう考えは、僕にはなかったなあ。僕もそれやってみていい？ちょうど復習したいところもあったし。女：もちろん。男：今までは、授業で特に面白かったことをテーマにしてたんだけど、興味あることって書きやすいからね。でも、いつも同じ感じなのもつまんないなあと思って。女：わたしは、今回は社会学のテキストの中で先生が授業で扱わなかったところを自分で調べて書こうと思ってるんだ。資料を集めたりして。男：そうか、すごいね。男の学生は社会学のレポートでどんなことを書くことにしましたか。,,,,,
1ばん,1,2,3,4,2,n3q35.mp3,59,148,,,,,,,テレビでアナウンサーが話しています。今日は青葉動物園からお伝えします。多くのお客さんが来ています。青葉動物園は動物との距離がとても近く、動物の顔や体、動きなど、近くでよく観察することができるんです。予約をすれば、係の人が案内してくれて、馬や象など、いろいろな動物に直接えさをやることもできるんですよ。お客さんが集まるのも納得ですね。今ならライオンの赤ちゃんも見られるそうです。アナウンサーは何について話していますか。1．動物園のお客さんの様子 2．この動物園が人気のある理由 3．動物の可愛らしさ 4．今特に人気のある動物,,,,,
2ばん,1,2,3,4,4,n3q35.mp3,148,238,,,,,,,日本語のクラスで先生が留学生に話しています。来週のこの授業では日本の映画「また会う日まで」を見ます。え、ときどき教科書に出てる日本語は分かるけど、実際の生活の中での日本語は聞き取りが難しいという声を学生の皆さんから聞きます。映画は聞き取りの力を伸ばすのに大きな効果があります。映画に出てきた会話を使って会話練習もできますし、その国の習慣や文化を学ぶこともできるんです。先生は何について話していますか。 1．授業で見る映画のストーリー2．日本映画の特徴 3．映画に出てくる日本の習慣 4．授業で映画を使う目的,,,,,
3ばん,1,2,3,4,1,n3q35.mp3,238,335,,,,,,,アパートのゴミ置き場で男の人と女の人が話しています。男：山田さん、おはようございます。あれ、山田さん出すゴミ少ないですね。ぼくはコンビニのお弁当の容器とか、パンの袋とかすぐたまっちゃって。女：私も、前はよく飲み物買って、ペットボトルとか缶のゴミが結構あったんです。でも、買わないでお茶とか自分で作るようにしたら、ずいぶん減らせたんですよ。男：ああ、ぼくも料理すれば、お弁当の容器とかゴミで出すこともなくなるんですよね。女：料理するなら、野菜もよく洗って皮も一緒に料理すればもっとゴミ少なくできますよ。男：なるほど。ぼくもがんばってみよう。二人は何について話していますか。1．ゴミを減らす工夫 2．ゴミの種類の多さ 3．ゴミを出すときのルール 4．ゴミのリサイクル方法,,,,,
1ばん,1,2,3,,2,n3q36.mp3,40,78,audioimage9,,,,,,自分たちの写真を撮ってほしいです。近くにいる人に何と言いますか。あのう、写真を撮ってもよろしいでしょうか。あのう、写真を撮っていただけませんか。あのう、写真をお撮りしましょうか。,,,,,
2ばん,1,2,3,,1,n3q36.mp3,78,119,audioimage10,,,,,,友達が教室を出ます。椅子のところに友達の傘があります。何と言いますか。ねえ、傘忘れてるんじゃない？ねえ、傘持っていかないでよ。ねえ、傘おいておかない？,,,,,
3ばん,1,2,3,,3,n3q36.mp3,119,161,audioimage11,,,,,,店に入りましたが、店員がいません。店員を呼びたいです。何と言いますか。すみませんが、どちらさまでしょうか。あのう、こちらはいかがですか。すみません、どなたかいらっしゃいませんか。,,,,,
4ばん,1,2,3,,2,n3q36.mp3,161,200,audioimage12,,,,,,会議が終わりました。女の人が片付けているパソコンを今から使います。何と言いますか。片付けていってくれませんか。そのままにしておいてください。パソコンを使ってもらえますか。,,,,,
1ばん,1,2,3,,3,n3q37.mp3,45,72,,,,,,,男：のどからからなんだけど、お茶か何か持ってない？お茶はだめなの？なくてもいいよ。水ならあるけど。,,,,,
2ばん,1,2,3,,3,n3q37.mp3,72,106,,,,,,,"女：今日の会議で出た意見は部長にもきちんと伝えておくようにね。部長が伝えてくださるんですか。どうぞよろしくお願いします。わかりました。報告します。

",,,,,
3ばん,1,2,3,,1,n3q37.mp3,106,142,,,,,,,男：お客様、雨が降っておりますので、タクシーをお呼びいたしましょうか。すみません。そうしていただけますか。あのう、わたしは呼んでおりませんが。頼んでくださったんですか。ありがとう。,,,,,
4ばん,1,2,3,,2,n3q37.mp3,142,177,,,,,,,"女：あのう、前にどこかでお目にかかったことありませんか。えっ、前のほうに何かあるんですか。いいえ、たぶんないと思いますが。どこでなくしましたか。

",,,,,
5ばん,1,2,3,,1,n3q37.mp3,177,209,,,,,,,"女：スーパー行くけど、何か買ってこようか。じゃ、アイスクリーム、頼むよ。ついでに牛乳買ってくるよ。悪いけど、今はいらないよ。

",,,,,
6ばん,1,2,3,,1,n3q37.mp3,209,241,,,,,,,"男：前によく一緒に行った寿司屋、もうずっと閉まってるんだよ。えっ、いつごろから？えっ、そんなに早い時間に？えっ、今日から休み？
",,,,,
7ばん,1,2,3,,2,n3q37.mp3,241,276,,,,,,,"女：おととい、資料をメールで送ったんだけど、届いてる？えっ、ぼくメール送ってないよ。ごめん、受け取ったのに返事しなくて。いいよ、届けてあげるよ。

",,,,,
8ばん,1,2,3,,1,n3q37.mp3,276,309,,,,,,,男：この店のカレー、これで一人分？こんなに食べられないですよね。本当、量多いですね。ちょっとたりないですよね。じゃ、一人で食べますか。,,,,,
9ばん,1,2,3,,2,n3q37.mp3,309,342,,,,,,,"男：昨日はせっかくボーリングに誘ってくれたのに、いけなくて悪かったね。うんうん、それは残念だね。ううん、気にしないで。ほんとうにごめん。

",,,,,
