question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi
天気がわるくてせんたくものが（ ).  ,わすれません,とまりません,こわれません,かわきません,かわきません,,,,"乾く (かわく) means “to dry.” The sentence means: “Because the weather is bad, the laundry doesn’t dry.”",,,,,,,,
シャツを2（）買いました。,そく,まい,だい,さっ,まい,,,,枚 is the counter for flat objects like shirts. The sentence means: “I bought two shirts.”,,,,,,,,
びょういんのまえでタクシーを（）。,ふりました,おちました,おりました,のりました,のりました,,,,乗る means “to get on (a vehicle).” The sentence means: “I got on a taxi in front of the hospital.”,,,,,,,,
さとうさんはどう思いますか。（）を聞かせてください。,いけん,いみ,うそ,せんもん,いけん,,,,意見 means “opinion.” The sentence means: “What do you think? Please tell me your opinion.”,,,,,,,,
__のぶんとだいたいおなじいみのぶんがあります。\nまだしごとがのこっています。,まだしごとがきまっていません。,まだしごとがおわっていません。,まだしごとをはじめていません。,まだしごとをたのんでいません。,まだしごとがおわっていません。,,まだしごとがのこっています。,,Both mean: “The work is not finished yet.”,,,,,,,,
__のぶんとだいたいおなじいみのぶんがあります。\nいもうとはねっしんにべんきょうしています。,いもうとはときどきべんきょうしています。,いもうとはじかんがあるときだけべんきょうしています。,いもうとはいっしょうけんめいべんきょうしています。,いもうとはいやだとおもいながらべんきょうしています。,いもうとはいっしょうけんめいべんきょうしています。,,いもうとはねっしんにべんきょうしています。,,熱心に and 一生懸命 both mean “hard / diligently.”,,,,,,,,
__のぶんとだいたいおなじいみのぶんがあります。\nコンビニのむかいにゆうびんきょくがあります。,コンビニのまえにゆうびんきょくがあります。,コンビニのとなりにゆうびんきょくがあります。,コンビニのうらにゆうびんきょくがあります。,コンビニがあったところにゆうびんきょくがあります。,コンビニのまえにゆうびんきょくがあります。,,コンビニのむかいにゆうびんきょくがあります。,,"むかい means “across from / opposite.” In many test contexts, まえ (in front of) is considered the closest equivalent.",,,,,,,,
つぎのことばのつかいかたでいちばんいいものをひとつえらびなさい。\nほうそう,わたしは、ひっこししたことを SNSでほうそうしました。,えきで車がおくれているとほうそうしていました。,じこのニュースをしんぶんがほうそうしていました。,やまださんは何でもすぐほうそうしてしまいます。,じこのニュースをしんぶんがほうそうしていました。,,,,"放送 means “broadcast.” It is used for TV/radio news. Other options misuse it (e.g., SNS or newspaper).",,,,,,,,
つぎのことばのつかいかたでいちばんいいものをひとつえらびなさい。\nよやく,むすめにパンを買ってくるようにとよやくをしました。,やまかわせんしゅはオリンピックで金メダルのよやくをしました。,母は夕食にカレーライスをつくるよやくをしました。,友だちのたんじょうびなのでレストランのよやくをしました。,友だちのたんじょうびなのでレストランのよやくをしました。,,,,"予約 means “reservation.” Correct usage: booking a restaurant, hotel, etc.",,,,,,,,
つぎのことばのつかいかたでいちばんいいものをひとつえらびなさい。\nすすむ,まいにち学校にすすんでべんきょうしています。,たいようが西のそらにすすむとくらくなります。,まちをきれいにするけいかくがすすんでいます。,しょうらいは小学校の先生にすすみたいです。,まちをきれいにするけいかくがすすんでいます。,,,,進む means “to progress.” The sentence means: “The plan to clean the town is progressing.”,,,,,,,,
兄は、アメリカ人（）けっこんしました。,と,を,に,で,と,,,,～と結婚する means “to marry (someone).” → “My older brother married an American.”,,,,,,,,
コンピューター関係（）仕事をしています。,する,した,の,に,の,,,,関係の仕事 = “work related to ~” → “I work in a computer-related job.”,,,,,,,,
（ ）温かいものを食べましょう。,なにで,なにも,なにが,なにか,なにか,,,,なにか means “something.” → “Let’s eat something warm.”,,,,,,,,
私は、飲みもの（）いいです。お茶をお願いします。,だけ,だけで,も,までも,だけで,,,,"だけでいいです = “just ~ is enough.” → “Just a drink is fine. Tea, please.”",,,,,,,,
びょうき（ )どうして外で あそんでいるんですか。,ので,なので,のに,なのに,なので,,,,"なのに expresses contradiction (“even though”). → “Even though you’re sick, why are you playing outside?”",,,,,,,,
漢字を勉強（）、日本語の文は書けません。,すると,しないと,してから,したから,しないと,,,,"～ないと = “if you don’t…, (negative result).” → “If you don’t study kanji, you can’t write Japanese sentences.”",,,,,,,,
(  ）食事のじゅんびができます。ちょっと待ってください。,いつか,もうすぐ,ぜひ,もし,もうすぐ,,,,もうすぐ = “soon.” → “The meal will be ready soon. Please wait a moment.”,,,,,,,,
もう少し暑く（ ）、海へ泳ぎに行きませんか。,なったら,なった,なるには,なると,なったら,,,,"～たら = “when/if.” → “If it gets a little hotter, shall we go to the sea to swim?”",,,,,,,,
中川：「今年の夏は何で旅行に行きますか。」\nマイク：「考えていましたが、電車で行く（ ）。」,ことです,ことをします,ことにしました,ことがあります,ことにしました,,,,～ことにしました = “decided to.” → “I decided to go by train.”,,,,,,,,
この建物は 100年前に外国人によって（  ).,たてました,たてていました,たたれました,たてられました,たてられました,,,,Passive form (～られる) is used. → “This building was built by a foreigner 100 years ago.”,,,,,,,,
どんな動物（ ）、水がないところでは死んでしまいます。,なら,では,でも,が,でも,,,,～でも = “any/even.” → “Any animal will die without water.”,,,,,,,,
青木：「この箱は、どこに置きますか。」\n西田：「そこに置いて（） ください。あとでかたづけますから。ありがとうございました。」\n青木：「じゃ、失礼します。」,おいて,あって,きて,いて,おいて,,,,～ておく = “do something in advance.” → “Please leave it there (for now).”,,,,,,,,
山中：「きのう、電車に遅れませんでしたか。」\nカン：「だいじょうぶでした。駅に着いたとき、電車はまだ（ )。」,来ました,来ていました,来ませんでした,来ていませんでした,来ていませんでした,,,,Past negative progressive = “had not come yet.” → “The train hadn’t come yet.”,,,,,,,,
★に入るものはどれですか。\nインターネット__ __ ★ __ができます,にいても,があれば,どこ,仕事をすること,にいても,,,,Answer: どこ にいても インターネットがあれば 仕事をすること ができます→ “You can work anywhere if you have the internet.”,,,,,,,,
私が、__★__ __作りました。,母,着ている服,は,が,は,,,,Answer: 私が、着ている服は母が作りました。→ “The clothes I am wearing were made by my mother.”,,,,,,,,
タミー：「私たち、このプロジェクトできるでしょうか。」\n長田：「そうですねえ。やってみない__ __★ __思います。やってみましょう。」,わからないと,どうか,と,できるか,どうか,,,,Answer: やってみないと どうか わからないと 思います→ “I think we won’t know whether it works unless we try.”,,,,,,,,
村田：「私たちはもっと本を読んだほうがいいですね。」\nメイ：「そうですねぇ..。私は本を__ __★__思います。」,ほうがいいと,人と話す,より,読む,人と話す,,,,Answer: 本を読むより 人と話す ほうがいいと思います。→ “I think talking with people is better than reading books.”,,,,,,,,
次の文章を読んで、【1】～【5】に入る最もよい組み合わせを、1・2・3・4から一つ選びなさい。\n\n今、料理が好きです。マリア・ストーン私は料理をするのが下手でした。国にいたとき、ときどき母の手伝いをしましたが、料理は【1】。日本ではルームメートと一緒に住んでいます。ルームメートはイタリアから来ました。料理がとても上手です。イタリアでは食事はとても大切だと【2】。私の国はハンバーガーなどのファストフード店が多いですが、ルームメートによるとイタリアにはあまりない【3】。私たちは一緒に料理をします。私は、はじめて料理をするのが楽しいと思いました。ルームメートに【4】ので、今はピザもパスタも作れます。国へ帰ったら、イタリア料理や日本料理を家族や友だちに作ってあげたいです。たぶん、とても【5】と思います。楽しみです。,【1】しませんでした-【2】考えられています-【3】そうです-【4】教えてもらった-【5】よろこぶだろう,【1】していました-【2】考えさせています-【3】ところです-【4】教えてあげた-【5】おどろくつもりだ,【1】しました-【2】考えてもいいです-【3】ことです-【4】教えておいた-【5】おどろきやすい,【1】しませんでした-【2】考えてはいけません-【3】そうです-【4】教えてしまった-【5】おどろくらしい,【1】しませんでした-【2】考えられています-【3】そうです-【4】教えてもらった-【5】よろこぶだろう,,,,【1】しませんでした → “I didn’t cook (well)” fits context (she was bad at cooking). 【2】考えられています → Passive: “it is considered that…” (general belief in Italy). 【3】そうです → Hearsay: “I heard that…” 【4】教えてもらった → “I was taught by my roommate.” 【5】よろこぶだろう → “They will probably be happy.”,,,,,,,,
"つぎの文章を読んで、質問に答えてください。午後に授業がある学生は、どうしますか。\n\nこのお知らせが学校にあります。📢 映画を見る会のお知らせ日本の映画をいっしょに見ませんか。
先生も来ます。📅 日にち：5月20日（水）⏰ 時間：午後1時～午後3時📍 場所：305教室申し込みはいりません。ちょくせつ教室に来てください。※午前に授業がある学生は、午後1時に来てください。※午後に授業がある学生は、授業のあとで来てください。※授業を休んではいけません。事務室",午後1時に教室へ行く。,映画を見ない。,映画のあとで授業に行く。,授業のあとで行く。,授業のあとで行く。,,,,Answer: 授業のあとで行く。 Explanation: The notice clearly says: →「午後に授業がある学生は、授業のあとで来てください。」 So students who have classes in the afternoon should come after their class.,,,,,,,,
「私」はどうして今はあまりロボットのサービスを使いませんか。\n\n最近、町でロボットが食べ物を運ぶサービスがふえています。人のかわりにロボットが料理をとどけてくれるので、とてもべんりです。実さいに、このようなサービスは世界中で広がっていて、店の人の仕事をへらしたり、早くとどけたりすることができます。私はこのサービスを一度使ってみました。とても早くて、外に出なくてもよかったので、いいと思いました。でも、それからはあまり使っていません。私は自分で店に行って料理をえらぶのが好きですし、店の人と話すのも楽しいからです。,ロボットのサービスはべんりではないから,店に行く時間がないから,自分で店に行くことが楽しいから,料理があまり好きではないから,自分で店に行くことが楽しいから,,,,"Answer: 自分で店に行くことが楽しいから Explanation: Although the robot service is convenient, the writer says:  likes choosing food by themselves enjoys talking with staff So the reason is they enjoy going to the shop themselves.",,,,,,,,
キムさんは、はじめに何をしますか。\n\nこれはアルバイトの人へのメモです。キムさんへ今日の仕事をお願いします。1と2の順番でしてください。1．店のSNSに新しいメニューの写真をアップしてください。写真は田中さんが持っていますから、もらってください。2．そのあと、店の前にポスターをはってください。ポスターはカウンターの下にあります。よろしくお願いします。,新しいメニューの写真をSNSにアップします。,田中さんに写真をもらいます。,ポスターを店の前にはります。,カウンターの下からポスターを出します。,田中さんに写真をもらいます。,,,,Answer: 田中さんに写真をもらいます。 Explanation: Step 1 says:  Upload photo to SNS BUT first: 「写真は田中さんが持っていますから、もらってください」 So the first actual action is to get the photo from Tanaka.,,,,,,,,
"（1）どうして①あまり動けなくなりましたか。\n\nこれはキムさんが書いた作文です。色で仕事が楽になる？私は学生のときから、よく運動をしていました。その経験が、アルバイトで役に立ったことがあります。
私は、ネットショップの倉庫でアルバイトをしていました。毎日、箱を運ぶ仕事でした。その箱は、あまり重くありませんでした。でも、仕事の終わりごろになると、つかれて、①あまり動けなくなりました。箱がだんだん重くなったように感じたからです。でも、本当に重くなったわけではありません。ある日、私は会社の社長にアイデアを話しました。「箱の色を変えたほうがいいと思います」と言いました。そのとき、箱の色は茶色でした。でも、私は白い色のほうが軽く感じると思いました。たとえば、スポーツウェアは白い色が多いです。白い色を見ると、人は軽いと感じやすいからです。私は社長に、「②白い箱のほうが仕事が楽になると思います」と言いました。社長はその話を聞いて、1か月後、本当に白い箱に変えました。すると、不思議なことに、前より仕事が楽になりました。私は、勉強だけではなく、スポーツや日常生活からも、仕事に使えるアイデアを見つけることができると思いました。",箱が本当に重くなったから,長い時間働いて、とてもつかれたから,箱は同じ重さだが、重く感じたから,はじめから重い箱を運んでいたから,箱は同じ重さだが、重く感じたから,,,,"Answer: 箱は同じ重さだが、重く感じたから Explanation: The passage says:  Boxes were not actually heavy But they felt heavier when tired → So the problem is perception (feeling heavier), not actual weight.",,,,,,,,
"（2）「私」は社長に何と言いましたか。\n\nこれはキムさんが書いた作文です。色で仕事が楽になる？私は学生のときから、よく運動をしていました。その経験が、アルバイトで役に立ったことがあります。
私は、ネットショップの倉庫でアルバイトをしていました。毎日、箱を運ぶ仕事でした。その箱は、あまり重くありませんでした。でも、仕事の終わりごろになると、つかれて、①あまり動けなくなりました。箱がだんだん重くなったように感じたからです。でも、本当に重くなったわけではありません。ある日、私は会社の社長にアイデアを話しました。「箱の色を変えたほうがいいと思います」と言いました。そのとき、箱の色は茶色でした。でも、私は白い色のほうが軽く感じると思いました。たとえば、スポーツウェアは白い色が多いです。白い色を見ると、人は軽いと感じやすいからです。私は社長に、「②白い箱のほうが仕事が楽になると思います」と言いました。社長はその話を聞いて、1か月後、本当に白い箱に変えました。すると、不思議なことに、前より仕事が楽になりました。私は、勉強だけではなく、スポーツや日常生活からも、仕事に使えるアイデアを見つけることができると思いました。",箱の大きさを小さくしたほうがいいと言った,箱の色を白に変えたほうがいいと言った,スポーツウェアを白にしたほうがいいと言った,アルバイトの人を増やしたほうがいいと言った,箱の色を白に変えたほうがいいと言った,,,,Answer: 箱の色を白に変えたほうがいいと言った Explanation: The key sentence: →「箱の色を変えたほうがいいと思います」 → specifically suggesting white boxes feel lighter So the suggestion was to change the box color to white,,,,,,,,
