question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi
可愛いおんなのこがうまれました。,かわい,かわいい,かはい,かはいい,かわいい,,可愛い,“可愛い”는 귀엽다는 의미이며 かわいい로 읽는다. 다른 선택지는 잘못된 표기이다.,"“可愛い” means cute, and is read as かわいい. Other options are incorrect spellings.",“可愛い”表示“可爱”，读作かわいい，其他写法是错误的。,,「可愛い」表示「可愛」，讀作かわいい，其他寫法是錯誤的。,“可愛い” signifie “mignon” et se lit かわいい. Les autres écritures sont incorrectes.,“可愛い” berarti “imut” dan dibaca かわいい. Ejaan lain salah.,“可愛い” significa “lindo / bonito” y se lee かわいい. Las otras escrituras son incorrectas.,“可愛い” หมายถึง “น่ารัก” อ่านว่า かわいい การเขียนอื่นไม่ถูกต้อง,“可愛い” nghĩa là “dễ thương” và đọc là かわいい. Cách viết khác là sai.
6日のごごにあいましょう。,いつつ,いつか,むつか,むいか,むいか,,6日,날짜에서 “6日”은 6일을 의미하며 むいか로 읽는다. いつか(5일) 등은 틀리다.,"When reading dates, “6日” is read as むいか (the 6th day). Other readings like いつか (5th) are incorrect.",日期中“6日”读作むいか（6号）。いつか（5号）等是错误的。,,日期中「6日」讀作むいか（6號）。いつか（5號）等是錯誤的。,"Pour les dates, “6日” se lit むいか (le 6e jour). “いつか (5e jour)” est incorrect ici.","Untuk tanggal, “6日” dibaca むいか (tanggal 6). “いつか (tanggal 5)” salah.","En las fechas, “6日” se lee むいか (día 6). “いつか (día 5)” es incorrecto aquí.",ในการอ่านวันที่ “6日” อ่านว่า むいか (วันที่ 6) ส่วน “いつか (วันที่ 5)” ไม่ถูกต้อง,"Khi đọc ngày, “6日” đọc là むいか (ngày mùng 6). “いつか (mùng 5)” là sai trong trường hợp này."
__のことばはどうかきますか。いちばんいいものをひとつえらんでください。\nこんしゅうはやすみです。,今周,本周,今過,今週,今週,,こんしゅう,“今週”는 이번 주를 의미하며 こんしゅう로 읽는다. 다른 선택지는 잘못된 조합이다.,"“こんしゅう” means this week, and the correct kanji is 今週. Other options use incorrect or non-existent combinations.",“今週”表示“这周”，读作こんしゅう，其他组合不正确。,,「今週」表示「這週」，讀作こんしゅう，其他組合不正確。,“今週” signifie “cette semaine” et se lit こんしゅう. Les autres combinaisons sont incorrectes.,“今週” berarti “minggu ini” dan dibaca こんしゅう. Kombinasi lain salah.,“今週” significa “esta semana” y se lee こんしゅう. Las otras combinaciones son incorrectas.,“今週” หมายถึง “สัปดาห์นี้” อ่านว่า こんしゅう การรวมคำอื่นไม่ถูกต้อง,“今週” nghĩa là “tuần này” và đọc là こんしゅう. Các kết hợp khác là sai.
まことさんとでばあとであいました。,ディバト,ディバド,デパート,デパード,デパート,,でばあと,“デパート”는 백화점을 의미하는 카타카나 표기이다. 다른 표기는 틀리다.,“でばあと” (department store) is written in katakana as デパート. Other options are incorrect spellings.,“デパート”表示“百货商店”，是片假名写法，其他写法错误。,,「デパート」表示「百貨公司」，是片假名寫法，其他寫法錯誤。,“デパート” signifie “grand magasin” et s’écrit en katakana. Les autres formes sont incorrectes.,“デパート” berarti “toserba / department store” dan ditulis katakana. Bentuk lain salah.,“デパート” significa “grandes almacenes” y se escribe en katakana. Las otras formas son incorrectas.,“デパート” หมายถึง “ห้างสรรพสินค้า” เขียนด้วยคาตาคานะ แบบอื่นไม่ถูกต้อง,“デパート” nghĩa là “cửa hàng bách hóa” và viết bằng katakana. Các cách viết khác sai.
このいぬはあしがしろいです。,黒い,白い,由い,長い,白い,,しろい,“白い”는 하얗다는 의미이며 しろい로 읽는다. 다른 선택지는 다른 의미이다.,"“しろい” means white, and the correct kanji is 白い. Other options have different meanings.",“白い”表示“白色”，读作しろい，其他选项意思不同。,,「白い」表示「白色」，讀作しろい，其他選項意思不同。,“白い” signifie “blanc” et se lit しろい. Les autres options ont d’autres sens.,“白い” berarti “putih” dan dibaca しろい. Pilihan lain berbeda arti.,“白い” significa “blanco” y se lee しろい. Las otras opciones tienen significados diferentes.,“白い” หมายถึง “สีขาว” อ่านว่า しろい ตัวเลือกอื่นมีความหมายต่างกัน,“白い” nghĩa là “màu trắng” và đọc là しろい. Các lựa chọn khác có nghĩa khác.
としょかんでにほんごをべんきょうます。,頑学,勉学,頑強,勉強,勉強,,べんきょう,“勉強します”는 공부한다는 의미이며 べんきょうします로 쓴다. 다른 한자는 틀리다.,"“べんきょうします” means to study, and is written as 勉強. Other options use incorrect kanji.",“勉強します”表示“学习”，写作勉強，其他汉字错误。,,「勉強します」表示「學習」，寫作勉強，其他漢字錯誤。,“勉強します” signifie “étudier” et s’écrit 勉強. Les autres kanji sont incorrects.,“勉強します” berarti “belajar” dan ditulis 勉強. Kanji lain salah.,“勉強します” significa “estudiar” y se escribe 勉強. Otros kanji son incorrectos.,“勉強します” หมายถึง “เรียน / ศึกษา” เขียนว่า 勉強 ตัวอื่นไม่ถูกต้อง,“勉強します” nghĩa là “học” và viết là 勉強. Kanji khác là sai.
そのちいさいノートをください。,小さい,小い,少さい,少ない,小さい,,ちいさい,“小さい”는 작다는 의미이며 ちいさい로 쓴다. “少ない”는 수가 적다라는 의미로 다르다.,"“ちいさい” means small, and is written as 小さい. “少ない” means “few,” so it is incorrect.",“小さい”表示“小”，读作ちいさい，“少ない”表示“少”，意思不同。,,「小さい」表示「小」，讀作ちいさい，「少ない」表示「少」，意思不同。,"“小さい” signifie “petit” et se lit ちいさい. “少ない” signifie “peu”, donc c’est différent.",“小さい” berarti “kecil” dan dibaca ちいさい. “少ない” berarti “sedikit”.,"“小さい” significa “pequeño” y se lee ちいさい. “少ない” significa “poco”, por lo que es diferente.",“小さい” หมายถึง “เล็ก” อ่านว่า ちいさい ส่วน “少ない” หมายถึง “น้อย”,“小さい” nghĩa là “nhỏ” và đọc là ちいさい. “少ない” nghĩa là “ít”.
かれはだんだんかっこうよくなってきた。,各校,体格,格好,各行,格好,,かっこう,“格好”는 모습 / 외모를 의미하며 かっこう로 읽는다. 다른 선택지는 의미가 다르다.,"“かっこう” means appearance / looks, and is written as 格好. Other options have different meanings.",“格好”表示“样子 / 外观”，读作かっこう，其他选项意思不同。,,「格好」表示「樣子 / 外觀」，讀作かっこう，其他選項意思不同。,“格好” signifie “apparence / allure” et se lit かっこう. Les autres options ont des sens différents.,“格好” berarti “penampilan” dan dibaca かっこう. Pilihan lain berbeda arti.,“格好” significa “apariencia / aspecto” y se lee かっこう. Las otras opciones tienen significados diferentes.,“格好” หมายถึง “รูปร่าง / ลักษณะภายนอก” อ่านว่า かっこう ตัวเลือกอื่นมีความหมายต่างกัน,“格好” nghĩa là “hình dáng / vẻ ngoài” và đọc là かっこう. Các lựa chọn khác có nghĩa khác.
あにはゆうびんきょくにつとめています。,働めて,動めて,勤めて,難めて,勤めて,,つとめて,“勤める”는 회사에 근무한다는 의미이며 つとめる로 쓴다. 다른 한자는 틀리다.,"“つとめる” means to work (at a company), and is written as 勤めて. Other kanji options are incorrect.",“勤める”表示“在公司工作”，读作つとめる，其他汉字错误。,,「勤める」表示「在公司工作」，讀作つとめる，其他漢字錯誤。,“勤める” signifie “travailler (dans une entreprise)” et se lit つとめる. Les autres kanji sont incorrects.,“勤める” berarti “bekerja di perusahaan” dan dibaca つとめる. Kanji lain salah.,“勤める” significa “trabajar en una empresa” y se lee つとめる. Otros kanji son incorrectos.,“勤める” หมายถึง “ทำงานในบริษัท” อ่านว่า つとめる ตัวอักษรอื่นไม่ถูกต้อง,“勤める” nghĩa là “làm việc tại công ty” và đọc là つとめる. Kanji khác là sai.
わたしはうるさいところにはすみたくありません。,済み,澄み,住み,注み,住み,,すみ,“住む”는 살다 / 거주하다는 의미이다. “住みたくありません”은 살고 싶지 않다는 뜻이며 住み가 맞다.,"“住む” means to live / reside. So “すみたくありません” means “do not want to live,” making 住み correct. Other kanji have different meanings (済み = finished, 澄み = clear).",“住む”表示“居住”。“住みたくありません”表示“不想住”，因此用住み是正确的。,,「住む」表示「居住」。「住みたくありません」表示「不想住」，因此用住み是正確的。,"“住む” signifie “habiter / résider”. “住みたくありません” signifie “je ne veux pas habiter”, donc 住み est correct.","“住む” berarti “tinggal”. “住みたくありません” berarti “tidak ingin tinggal”, jadi 住み benar.","“住む” significa “vivir / residir”. “住みたくありません” significa “no quiero vivir”, por lo tanto 住み es correcto.",“住む” หมายถึง “อาศัยอยู่” “住みたくありません” แปลว่า “ไม่อยากอยู่” ดังนั้น 住みจึงถูกต้อง,"“住む” nghĩa là “sinh sống”. “住みたくありません” nghĩa là “không muốn sống”, nên 住み là đúng."
（）になにをいれますか。\nあめがふっているが、どうして（ ）をささないか。,かさ,かみ,セーター,シャツ,かさ,,,비가 오므로 ( )를 사용하는 것이 좋다. 정답은 우산이다. 다른 선택지는 문맥에 맞지 않는다.,"The sentence means: “It’s raining, so why don’t you use ( )?” The correct answer is かさ (umbrella). Other options (paper, sweater, shirt) don’t fit the context.",下雨时应该使用（ ），正确答案是“雨伞（かさ）”。其他选项不符合语境。,,下雨時應該使用（ ），正確答案是「雨傘（かさ）」。其他選項不符合語境。,"Quand il pleut, il faut utiliser ( ). La bonne réponse est “parapluie (かさ)”. Les autres options ne conviennent pas.","Saat hujan, sebaiknya menggunakan ( ). Jawaban benar adalah “payung (かさ)”. Pilihan lain tidak sesuai.","Cuando llueve, se debe usar ( ). La respuesta correcta es “paraguas (かさ)”. Las otras opciones no encajan.",เมื่อฝนตก ควรใช้ ( ) คำตอบที่ถูกคือ “ร่ม (かさ)” ตัวเลือกอื่นไม่เหมาะกับบริบท,"Khi trời mưa, nên dùng ( ). Đáp án đúng là “ô (かさ)”. Các lựa chọn khác không phù hợp."
このへやはストープがついていて、（  ）です。,すずしい,つめたい,あたたかい,あたらしい,あたたかい,,,난로가 설치되어 있어서 방이 따뜻하다. 따라서 “따뜻하다”가 정답이다. 다른 선택지는 맞지 않는다.,"A stove is attached, so the room is warm. Therefore, あたたかい (warm) is correct. Other options like “cool” or “cold” don’t match.",有暖炉，所以房间很暖和，因此正确是“暖かい（あたたかい）”。,,有暖爐，所以房間很暖和，因此正確是「暖かい（あたたかい）」。,"Comme un poêle est installé, la pièce est chaude. Donc “chaud (あたたかい)” est correct.","Karena ada pemanas, ruangan menjadi hangat. Jadi “hangat (あたたかい)” benar.","Como hay una estufa, la habitación está cálida. Por lo tanto, “cálido (あたたかい)” es correcto.",เพราะมีเตาให้ความร้อน ห้องจึงอบอุ่น ดังนั้น “อบอุ่น (あたたかい)” ถูกต้อง,Vì có lò sưởi nên căn phòng ấm. Do đó “ấm (あたたかい)” là đúng.
あねは日本語の（ ）きょうしをしています。,いえ,かてい,うち,やね,かてい,,,“가정교사”는 개인 과외 교사를 의미하며 “가정(집)”이 관련된 표현이다.,“かていきょうし” means private tutor. So the correct word is かてい (home). Other options do not form a correct expression.,“家庭教师”指私人家教，因此“家庭（家）”相关表达是正确的。,,「家庭教師」指私人家教，因此「家庭（家）」相關表達是正確的。,"“かていきょうし” signifie “précepteur privé”, donc “famille / domicile (家庭)” est lié.","“かていきょうし” berarti “guru privat”, jadi “家庭 (keluarga/rumah)” terkait.","“かていきょうし” significa “tutor privado”, por lo tanto “familia / hogar (家庭)” está relacionado.",“かていきょうし” หมายถึง “ครูสอนพิเศษ” ดังนั้น “家庭 (บ้าน/ครอบครัว)” เกี่ยวข้อง,"“かていきょうし” nghĩa là “gia sư”, nên “gia đình / nhà (家庭)” liên quan."
日本語の（ ）はむずかしいですね。,いろ,よみ,かんじ,えいご,かんじ,,,문장은 “일본어 ( )는 어렵다”라는 의미이며 “한자”가 자연스럽다.,The sentence means: “Japanese ( ) is difficult.” かんじ (kanji) fits naturally. Other options like color or English are incorrect here.,句子“日语（ ）很难”，最自然的是“汉字（かんじ）”。,,句子「日語（ ）很難」，最自然的是「漢字（かんじ）」。,La phrase “le japonais ( ) est difficile” correspond naturellement à “kanji (かんじ)”.,Kalimat “Bahasa Jepang ( ) sulit” paling cocok diisi “kanji (かんじ)”.,La frase “El japonés ( ) es difícil” encaja naturalmente con “kanji (かんじ)”.,ประโยค “ภาษาญี่ปุ่น ( ) ยาก” คำที่เหมาะสมคือ “คันจิ (かんじ)”,Câu “Tiếng Nhật ( ) khó” phù hợp nhất là “kanji (かんじ)”.
このケーキに（ ）をたくさんつかいました。,しょうゆ,おさけ,さとう,す,さとう,,,케이크는 설탕으로 만들기 때문에 “설탕”이 정답이다.,"Cake is made using sugar, so さとう is correct. Soy sauce, alcohol, or vinegar do not fit.",蛋糕用糖制作，因此“砂糖（さとう）”正确。,,蛋糕用糖製作，因此「砂糖（さとう）」正確。,"Le gâteau est fait avec du sucre, donc “sucre (さとう)” est correct.","Kue dibuat dengan gula, jadi “gula (さとう)” benar.","El pastel se hace con azúcar, por lo tanto “azúcar (さとう)” es correcto.",เค้กทำจากน้ำตาล ดังนั้น “น้ำตาล (さとう)” ถูกต้อง,Bánh được làm bằng đường nên “đường (さとう)” là đúng.
テキストを．うちに（ ）こまりました。,みせて,あげて,おくって,わすれて,わすれて,,,문장은 “집에 두고 와서 곤란했다”라는 의미이며 “잊어버리다”가 정답이다.,The sentence implies: “I forgot (it) at home and was in trouble.” So わすれて (forgot) is correct. Other options don’t match the meaning.,“忘在家里而很困扰”，因此“忘记（わすれて）”正确。,,「忘在家裡而很困擾」，因此「忘記（わすれて）」正確。,“J’ai oublié (quelque chose) à la maison et j’étais embêté” → “oublier (わすれて)” est correct.,“Lupa (barang) di rumah dan kesulitan” → “lupa (わすれて)” benar.,“Olvidé (algo) en casa y tuve problemas” → “olvidar (わすれて)” es correcto.,“ลืมของไว้ที่บ้านจนลำบาก” → “ลืม (わすれて)” ถูกต้อง,“Quên đồ ở nhà nên gặp khó khăn” → “quên (わすれて)” là đúng.
ひとりでしずかにほんを（ ）のがすきです。,のむ,よむ,あそぶ,ぬぐ,あそぶ,,,문장은 “조용히 책을 읽다”라는 의미이며 “읽다”가 정답이다.,The sentence means: “I like to quietly ( ) books alone.” よむ (to read) is correct. Other verbs like drink/play don’t fit.,“安静地读书”，因此“读（よむ）”正确。,,「安靜地讀書」，因此「讀（よむ）」正確。,“Lire tranquillement des livres” → “lire (よむ)” est correct.,“Dengan tenang membaca buku” → “membaca (よむ)” benar.,“Leer tranquilamente libros” → “leer (よむ)” es correcto.,“อ่านหนังสืออย่างเงียบ ๆ” → “อ่าน (よむ)” ถูกต้อง,“Đọc sách một cách yên tĩnh” → “đọc (よむ)” là đúng.
まだはやいですから、（）すこしあそんでください。,すぐ,もし,もう,でも,もう,,,“아직 이르니 조금 더 놀자”라는 의미이며 “조금 더”가 자연스럽다.,"“Since it’s still early, please play a little more.” もう (a little more) fits naturally. Other options don’t match the nuance.",“还早，再玩一会儿”，因此“再（もう）”正确。,,「還早，再玩一會兒」，因此「再（もう）」正確。,"“Il est encore tôt, restons jouer un peu plus” → “encore un peu (もう)” est correct.","“Masih awal, ayo bermain sedikit lagi” → “sedikit lagi / masih (もう)” benar.","“Todavía es temprano, juguemos un poco más” → “un poco más / todavía (もう)” es correcto.",“ยังเช้าอยู่ เล่นอีกหน่อยเถอะ” → “อีกหน่อย / ยัง (もう)” ถูกต้อง,"“Còn sớm, chơi thêm một chút” → “thêm một chút / còn (もう)” là đúng."
わたしは（ ）しちじにおきます。,だれも,とても,たしか,いつも,いつも,,,“나는 항상 7시에 일어난다”라는 의미이며 “항상”이 맞다.,“I ( ) wake up at 7.” いつも (always) is correct. Other options don’t fit grammatically.,“我总是7点起床”，因此“总是（いつも）”正确。,,「我總是7點起床」，因此「總是（いつも）」正確。,“Je me lève toujours à 7h” → “toujours (いつも)” est correct.,“Saya selalu bangun jam 7” → “selalu (いつも)” benar.,“Siempre me levanto a las 7” → “siempre (いつも)” es correcto.,“ฉันตื่น 7 โมงเสมอ” → “เสมอ (いつも)” ถูกต้อง,“Tôi luôn thức dậy lúc 7 giờ” → “luôn luôn (いつも)” là đúng.
その（ ）はえきのちかくにあります。,スカート,スリッパ,アパート,パーティー,アパート,,,“그 ( )는 역 근처에 있다”라는 의미이며 “아파트”가 정답이다.,The sentence means: “That ( ) is near the station.” アパート (apartment) is correct. Other options like skirt or party don’t fit.,“那个（ ）在车站附近”，因此“公寓（アパート）”正确。,,「那個（ ）在車站附近」，因此「公寓（アパート）」正確。,“Ce ( ) est près de la gare” → “appartement (アパート)” est correct.,“Itu ( ) dekat stasiun” → “apartemen (アパート)” benar.,“Aquel ( ) está cerca de la estación” → “apartamento (アパート)” es correcto.,“สิ่งนั้น ( ) อยู่ใกล้สถานี” → “อพาร์ตเมนต์ (アパート)” ถูกต้อง,“Cái đó ( ) ở gần ga” → “căn hộ (アパート)” là đúng.
