question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
たまごを 三つ とって ください。,いつつ,みっつ,さんつ,ごつ,みっつ,,三つ,‘삼츠’는 ‘미쓰’라고 읽습니다(촉음). 일본어 고유어의 수: 하나(1)·둘(2)·셋(3)·넷(4)·언제나(5). 산츠는 잘못된 표현입니다.,"三つ reads as みっつ (three, note small っ). Counting: ひとつ=1, ふたつ=2, みっつ=3, よっつ=4, いつつ=5.",「三つ」读作みっつ（三，有促音っ）。和语数词：ひとつ=1，ふたつ=2，みっつ=3，よっつ=4，いつつ=5。さんつ是错误的。,「三つ」讀作みっつ（三，有促音っ）。和語數詞：ひとつ=1，ふたつ=2，みっつ=3，よっつ=4，いつつ=5。さんつ是錯誤的。,和語の数え方：ひとつ・ふたつ・みっつ(促音あり)・よっつ・いつつ。さんつは誤り。,"三つ=みっつ (trois, avec っ). Comptage: ひとつ=1, ふたつ=2, みっつ=3, よっつ=4, いつつ=5.","三つ=みっつ (tiga, ada っ). Hitungan: ひとつ=1, ふたつ=2, みっつ=3, よっつ=4, いつつ=5.","三つ=みっつ (tres, con っ). Conteo: ひとつ=1, ふたつ=2, みっつ=3, よっつ=4, いつつ=5.",「三つ」อ่านว่า みっつ (สาม มี っ) ひとつ=1 ふたつ=2 みっつ=3 よっつ=4 いつつ=5,"三つ doc la みっつ (ba, co っ). Dem: ひとつ=1, ふたつ=2, みっつ=3, よっつ=4, いつつ=5.",,
きょうは 元気が いいですね。,けんき,げんき,でんき,てんき,げんき,,元気,"‘元気’는 ‘げんき’라고 읽습니다. 전기 = 전기(electricity), 날씨 = 날씨(weather). '켄키'는 존재하지 않는 읽는 방법입니다.","元気 reads as げんき (healthy/energetic). でんき=electricity, てんき=weather. けんき does not exist.",「元気」读作げんき（精力充沛）。でんき=电，てんき=天气。けんき不存在。,「元気」讀作げんき（精力充沛）。でんき=電，てんき=天氣。けんき不存在。,「元気（げんき）」=healthy/energetic。でんき(電気)・てんき(天気)と混同しないよう注意。,"元気=げんき (energique/en bonne sante). でんき=electricite, てんき=meteo. けんき n'existe pas.","元気=げんき (sehat/bersemangat). でんき=listrik, てんき=cuaca. けんき tidak ada.","元気=げんき (energico/sano). でんき=electricidad, てんき=tiempo. けんき no existe.",「元気」อ่านว่า げんき (มีพลัง) でんき=ไฟฟ้า てんき=อากาศ けんき ไม่มีในภาษาญี่ปุ่น,"元気 doc la げんき (khoe manh). でんき=dien, てんき=thoi tiet. けんき khong ton tai.",,
__の ことばは どう かきますか。いちばん いい ものを ひとつ えらんで ください。\nこの わいしゃつを ください。,ウイシャソ,ウイシャツ,ワイシャソ,ワイシャツ,ワイシャツ,,わいしゃつ,‘와이샤츠’는 white shirt에서 유래한 외래어. ‘와이셔츠’라고 씁니다. 와(우가 아니라)·츠(소가 아니라)가 정답.,わいしゃつ comes from 'white shirt'. Written ワイシャツ in katakana. Note: ワ (not ウ) and ツ (not ソ).,「わいしゃつ」来自'white shirt'，片假名写作ワイシャツ。注意ワ（不是ウ）和ツ（不是ソ）。,「わいしゃつ」來自'white shirt'，片假名寫作ワイシャツ。注意ワ（不是ウ）和ツ（不是ソ）。,「ワイシャツ」はwhite shirtのカタカナ表記。ワ(ウでない)・ツ(ソでない)に注意。,ワイシャツ vient de 'white shirt'. Note: ワ (pas ウ) et ツ (pas ソ).,ワイシャツ berasal dari 'white shirt'. ワ (bukan ウ) dan ツ (bukan ソ).,ワイシャツ viene de 'white shirt'. ワ (no ウ) y ツ (no ソ).,「わいしゃつ」มาจาก 'white shirt' เขียนว่า ワイシャツ สังเกต ワ (ไม่ใช่ ウ) และ ツ (ไม่ใช่ ソ),わいしゃつ tu 'white shirt'. Viet katakana: ワイシャツ. Chu y ワ (khong phai ウ) va ツ (khong phai ソ).,,
わたしの くには かわが おおいです。,花,山,川,木,川,,かわ,"‘かわ’는 ‘川’라고 씁니다. 꽃=はな(flower), 산=やま(mountain), 나무=き(tree). 카와=카와=리버.","かわ is written 川 (river). 花=flower, 山=mountain, 木=tree.",「かわ」写作「川」（河流）。花=はな，山=やま，木=き。,「かわ」寫作「川」（河流）。花=はな，山=やま，木=き。,「かわ」=川(river)。花（はな）・山（やま）・木（き）との区別が重要。,"かわ s'ecrit 川 (riviere). 花=fleur, 山=montagne, 木=arbre.","かわ ditulis 川 (sungai). 花=bunga, 山=gunung, 木=pohon.","かわ se escribe 川 (rio). 花=flor, 山=montana, 木=arbol.",「かわ」เขียนว่า 川 (แม่น้ำ) 花=ดอกไม้ 山=ภูเขา 木=ต้นไม้,"かわ viet la 川 (song). 花=hoa, 山=nui, 木=cay.",,
ヤンさんの がっこうは どこですか。,宇校,学校,宇枚,学枚,学校,,がっこう,"‘がっこう’는 ‘학교’라고 씁니다. 학=가쿠/가, 교=코우. ‘우·매’는 의미가 다른 한자입니다.","がっこう is written 学校 (school). 学=がく/がっ, 校=こう. 宇 and 枚 are wrong kanji.",「がっこう」写作「学校」（学校）。学=がく/がっ，校=こう。宇・枚是错误汉字。,「がっこう」寫作「学校」（學校）。学=がく/がっ，校=こう。宇・枚是錯誤漢字。,「がっこう」=学校。学(がく→がっ)+校(こう)の組み合わせ。,"がっこう s'ecrit 学校 (ecole). 学=がく/がっ, 校=こう.","がっこう ditulis 学校 (sekolah). 学=がく/がっ, 校=こう.","がっこう se escribe 学校 (escuela). 学=がく/がっ, 校=こう.",「がっこう」เขียนว่า 学校 (โรงเรียน) 学=がく/がっ 校=こう,"がっこう viet la 学校 (truong hoc). 学=がく/がっ, 校=こう.",,
この ざっしを みて ください。,見て,買て,貝て,目て,見て,,みて,"‘みる’는 ‘見る’라고 씁니다. 구매 = buy, 조개 = shellfish, 눈 = eye. ‘보라’가 형태로 정답입니다.","みる is written 見る (to see/look). 買=buy, 貝=shellfish, 目=eye. 見て is the correct te-form.",「みる」写作「見る」（看）。買=买，貝=贝壳，目=眼睛。見て是正确的て形。,「みる」寫作「見る」（看）。買=買，貝=貝殼，目=眼睛。見て是正確的て形。,「みる」=見る。目（め）は体の部位、見（み）るは動作です。,"みる s'ecrit 見る (voir). 買=acheter, 貝=coquillage, 目=oeil.","みる ditulis 見る (melihat). 買=membeli, 貝=kerang, 目=mata.","みる se escribe 見る (ver). 買=comprar, 貝=marisco, 目=ojo.",「みる」เขียนว่า 見る (มอง/ดู) 買=ซื้อ 貝=หอย 目=ตา,"みる viet la 見る (xem/nhin). 買=mua, 貝=so, 目=mat.",,
この カメラは たかいですね。,高い,安い,古い,新い,高い,,たかい,"‘たかい’는 ‘高い’라고 씁니다. 저렴함 = cheap, 오래됨 = old, 새로움 = new. 참고로 ‘신이’는 잘못된 표기로 존재하지 않습니다.","たかい is written 高い (expensive/tall). 安い=cheap, 古い=old, 新しい=new. 新い does not exist.",「たかい」写作「高い」（贵/高）。安い=便宜，古い=旧，新しい=新（新い不存在）。,「たかい」寫作「高い」（貴/高）。安い=便宜，古い=舊，新しい=新（新い不存在）。,「たかい」=高い。安い（やすい）が反対語。「新い」は誤りで正しくは新しい。,"たかい=高い (cher/grand). 安い=bon marche, 古い=vieux. 新い n'existe pas.","たかい=高い (mahal/tinggi). 安い=murah, 古い=lama. 新い tidak ada.","たかい=高い (caro/alto). 安い=barato, 古い=viejo. 新い no existe.",「たかい」เขียนว่า 高い (แพง/สูง) 安い=ถูก 古い=เก่า 新い ไม่มีในภาษาญี่ปุ่น,"たかい viet la 高い (dat/cao). 安い=re, 古い=cu. 新い khong ton tai.",,
きのうは かいしゃを やすみました。,公仕,公社,会仕,会社,会社,,かいしゃ,"‘かいしゃ’는 ‘회사’라고 씁니다. 회(회) = 카이, 사(사) = 샤. ‘공·시’는 의미가 다른 한자입니다.","かいしゃ is written 会社 (company). 会=かい, 社=しゃ. 公 and 仕 are wrong kanji.",「かいしゃ」写作「会社」（公司）。会=かい，社=しゃ。公・仕是错误汉字。,「かいしゃ」寫作「会社」（公司）。会=かい，社=しゃ。公・仕是錯誤漢字。,「会社（かいしゃ）」=会(かい)+社(しゃ)。公・仕は意味が違います。,"かいしゃ=会社 (entreprise). 会=かい, 社=しゃ. 公 et 仕 sont incorrects.","かいしゃ=会社 (perusahaan). 会=かい, 社=しゃ. 公 dan 仕 salah.","かいしゃ=会社 (empresa). 会=かい, 社=しゃ. 公 y 仕 son incorrectos.",「かいしゃ」เขียนว่า 会社 (บริษัท) 会=かい 社=しゃ 公・仕 เป็นคันจิที่ผิด,"かいしゃ viet la 会社 (cong ty). 会=かい, 社=しゃ. 公 va 仕 sai.",,
まだ いわないで ください。,行わないで,立わないで,言わないで,食わないで,言わないで,,いわないで,‘いう’는 ‘言う’라고 씁니다. 말하지 마세요 = please don't say. '행·립·식'은 의미가 다릅니다.,いわないで uses 言う (to say) -> 言わないで (please don't say). 行/立/食 are different verbs.,「いわないで」使用「言う」（说）→言わないで（请不要说）。行・立・食是不同的动词。,「いわないで」使用「言う」（說）→言わないで（請不要說）。行・立・食是不同的動詞。,「言う（いう）」のないで形は「言わないで」。行う・立つ・食べるとは別の動詞です。,いわないで -> 言う (dire) -> 言わないで (ne pas dire). 行/立/食 sont differents.,いわないで -> 言う (berkata) -> 言わないで (jangan bilang). 行/立/食 berbeda.,いわないで -> 言う (decir) -> 言わないで (no digas). 行/立/食 son diferentes.,いわないで → 言う (พูด) → 言わないで (อย่าพูด) 行/立/食 มีความหมายต่างกัน,いわないで -> 言う (noi) -> 言わないで (dung noi). 行/立/食 khac nhau.,,
らいげつ けっこんします。,今月,来月,来週,今週,来月,,らいげつ,"‘라이게츠’는 ‘다음 달’이라고 씁니다. 来 = next, 月 = month. 今月 = こんげつ, 来週 = らいしゅう, 今週 = こんしゅう.","らいげつ is written 来月 (next month). 来=next, 月=month. 今月=this month, 来週=next week.",「らいげつ」写作「来月」（下个月）。今月=这个月，来週=下周，今週=这周。,「らいげつ」寫作「来月」（下個月）。今月=這個月，来週=下週，今週=這週。,「来月（らいげつ）」=来(らい)+月(げつ)。今月・来週・今週と区別しましょう。,"らいげつ=来月 (mois prochain). 今月=ce mois, 来週=sem. proch., 今週=cette sem.","らいげつ=来月 (bulan depan). 今月=bulan ini, 来週=minggu depan, 今週=minggu ini.","らいげつ=来月 (proximo mes). 今月=este mes, 来週=prox. sem., 今週=esta sem.",「らいげつ」เขียนว่า 来月 (เดือนหน้า) 今月=เดือนนี้ 来週=สัปดาห์หน้า 今週=สัปดาห์นี้,"らいげつ viet la 来月 (thang sau). 今月=thang nay, 来週=tuan sau.",,
(  )に なにが はいりますか。いちばん いい ものを ひとつ えらんで ください。\nわたしの へやは この アパートの 2(  )です。,ほん,さつ,だい,かい,かい,,,"층수를 셀 때는 '카이(階)'라고 합니다. ほん = 가늘고 긴 물건의 양사, さつ = 책의 양사, だい = 기계의 양사. 2층 = 2nd floor.","Counter for floors is かい (階). ほん=long thin things, さつ=books, だい=machines. 2かい=2nd floor.",楼层量词是「かい（階）」。ほん=细长物体量词，さつ=书的量词，だい=机器量词。2かい=2楼。,樓層量詞是「かい（階）」。ほん=細長物體量詞，さつ=書的量詞，だい=機器量詞。2かい=2樓。,階数は「かい（階）」で数えます。ほん(本)・さつ(冊)・だい(台)とは異なります。,"Compteur d'etages: かい (階). ほん=longs objets, さつ=livres, だい=machines. 2かい=2e etage.","Penghitung lantai: かい (階). ほん=benda panjang, さつ=buku, だい=mesin. 2かい=lantai 2.","Contador de pisos: かい (階). ほん=objetos largos, さつ=libros, だい=maquinas. 2かい=2 piso.",ตัวนับชั้น: かい (階) ほん=ของยาว さつ=หนังสือ だい=เครื่องจักร 2かい=ชั้น 2,"Tu dem tang: かい (階). ほん=do dai, さつ=sach, だい=may moc. 2かい=tang 2.",,
その ナイフで りんごを （ ） ください。,おきて,つけて,しめて,きって,きって,,,"칼로 사과를 ""자르다(키루)"" → ""키트(테형)""이 정답. 'おく' = put, 'つける' = attach/on, 'しめる' = close.","Cutting apple with knife -> 切る -> きって (te-form). おく=put, つける=turn on, しめる=close.",用刀切苹果→切る→きって（て形）。おく=放，つける=开/附，しめる=关。,用刀切蘋果→切る→きって（て形）。おく=放，つける=開/附，しめる=關。,ナイフで「切る（きる）」→て形はきって。おく・つける・しめるは文脈に合いません。,"Couper avec couteau -> 切る -> きって. おく=poser, つける=allumer, しめる=fermer.","Potong dengan pisau -> 切る -> きって. おく=letakkan, つける=nyalakan, しめる=tutup.","Cortar con cuchillo -> 切る -> きって. おく=poner, つける=encender, しめる=cerrar.",ใช้มีดตัดแอปเปิ้ล → 切る → きって おく=วาง つける=เปิด しめる=ปิด,"Dung dao cat tao -> 切る -> きって. おく=dat, つける=bat, しめる=dong.",,
はこにりんごが（） あります。,おきて,つけて,しめて,きって,きって,,,この問題の選択肢はQ22と同じですが、文脈上「（いつつ）あります」の量詞問題として捉えると、画像で個数を確認する問題です。,"This question shares options with Q22. Based on context, count the apples in the image to determine quantity.",此题选项与Q22相同，根据文意和图片确认苹果数量来选择答案。,此題選項與Q22相同，根據文意和圖片確認蘋果數量來選擇答案。,この問題の選択肢はQ22と同じです。文脈から判断する問題です。,Cette question partage les options avec Q22. Determinez la quantite d'apres le contexte.,Pertanyaan ini berbagi pilihan dengan Q22. Tentukan jumlah berdasarkan konteks.,Esta pregunta comparte opciones con Q22. Determine la cantidad segun el contexto.,คำถามนี้มีตัวเลือกเหมือน Q22 พิจารณาจากบริบทเพื่อหาคำตอบ,Cau hoi nay co cung lua chon voi Q22. Xac dinh so luong tu ngu canh.,,
（ ）を わすれましたから、じかんが わかりません。,じしょ,ちず,とけい,さいふ,とけい,,,"시간을 모르는 이유는 → '시계(とけい) = watch/clock'을 잊어버린 것이에요. 지쇼 = dictionary, 치즈 = map, 사이후 = wallet.","Not knowing the time -> forgot とけい (watch/clock). じしょ=dictionary, ちず=map, さいふ=wallet.",时间不知道→忘了とけい（表/时钟）。じしょ=字典，ちず=地图，さいふ=钱包。,時間不知道→忘了とけい（錶/時鐘）。じしょ=字典，ちず=地圖，さいふ=錢包。,時間がわからない→時計（とけい）を忘れたから。じしょ・ちず・さいふでは時間はわかりません。,"Ne pas savoir l'heure -> oublie sa montre (とけい). じしょ=dico, ちず=carte, さいふ=portefeuille.","Tidak tahu waktu -> lupa jam (とけい). じしょ=kamus, ちず=peta, さいふ=dompet.","No saber la hora -> olvido el reloj (とけい). じしょ=diccionario, ちず=mapa, さいふ=billetera.",ไม่รู้เวลา → ลืมนาฬิกา (とけい) じしょ=พจนานุกรม ちず=แผนที่ さいふ=กระเป๋าสตางค์,"Khong biet gio -> quen dong ho (とけい). じしょ=tu dien, ちず=ban do, さいふ=vi.",,
わたしの うちは えきに ちかいですから、（ ）です。,べんり,じょうぶ,いっぱい,へた,べんり,,,"역과 가깝다 → '편리(べんり) = convenience'가 정답. 'じょうぶ' = sturdy, 'いっぱい' = full/a lot, 'へた' = bad at.","Close to station -> べんり (convenient). じょうぶ=sturdy, いっぱい=full, へた=bad at.",离站近→べんり（方便）。じょうぶ=结实，いっぱい=满/很多，へた=不擅长。,離站近→べんり（方便）。じょうぶ=結實，いっぱい=滿/很多，へた=不擅長。,駅に近いとべんり(便利)です。じょうぶ・いっぱい・へたは文脈に合いません。,"Pres de la gare -> べんり (pratique). じょうぶ=solide, いっぱい=plein, へた=mauvais en qch.","Dekat stasiun -> べんり (nyaman). じょうぶ=kuat, いっぱい=penuh, へた=tidak mahir.","Cerca de la estacion -> べんり (conveniente). じょうぶ=resistente, いっぱい=lleno, へた=malo.",ใกล้สถานี → べんり (สะดวก) じょうぶ=แข็งแรง いっぱい=เต็ม へた=ไม่เก่ง,"Gan ga -> べんり (tien loi). じょうぶ=chac chan, いっぱい=day, へた=kem.",,
なつやすみは まいにち （ ）で およぎました。,レストラン,プール,エレベーター,ビル,プール,,,"수영 장소는 풀(pool)이다. 레스토랑 =restaurant, 엘리베이터 = elevator, 빌딩 = building.","Swimming place -> プール (pool). レストラン=restaurant, エレベーター=elevator, ビル=building.",游泳的地方是プール（游泳池）。レストラン=餐厅，エレベーター=电梯，ビル=大楼。,游泳的地方是プール（游泳池）。レストラン=餐廳，エレベーター=電梯，ビル=大樓。,泳ぐ場所はプール(pool)。他の選択肢は泳ぐ場所ではありません。,"Pour nager -> プール (piscine). レストラン=restaurant, エレベーター=ascenseur, ビル=immeuble.","Tempat renang -> プール (kolam renang). レストラン=restoran, エレベーター=lift, ビル=gedung.","Para nadar -> プール (piscina). レストラン=restaurante, エレベーター=ascensor, ビル=edificio.",สถานที่ว่ายน้ำ → プール (สระว่ายน้ำ) レストラン=ร้านอาหาร エレベーター=ลิฟต์ ビル=อาคาร,"Noi be boi -> プール. レストラン=nha hang, エレベーター=thang may, ビル=toa nha.",,
