question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
__のことばはどうかきますか。いちばんいいものをひとつえらんでください。\nけさしゃわーをあびました。,シャワー,シャウー,ツャワー,ツャウー,シャワー,,しゃわー,‘샤와’는 영어 ‘shower’에서 유래한 가타카나어로 ‘샤워’라고 씁니다. ‘시’와 ‘와’를 정확히 써 보세요.,"しゃわー' is a loanword from English 'shower', written in katakana as シャワー. Note シ (not ツ) and ワ (not ウ).",「しゃわー」是来自英语'shower'的外来语，片假名写作シャワー。注意是シ（不是ツ）和ワ（不是ウ）。,「しゃわー」是來自英語「shower」的外來語，片假名寫作シャワー。注意是シ（不是ツ）和ワ（不是ウ）。,「シャワー」は英語showerのカタカナ表記です。シ（ツではない）とワ（ウではない）に注意。,しゃわー' vient de l'anglais 'shower' et s'écrit シャワー en katakana. Attention: シ (pas ツ) et ワ (pas ウ).,"しゃわー' berasal dari bahasa Inggris 'shower', ditulis シャワー dalam katakana. Perhatikan シ (bukan ツ) dan ワ (bukan ウ).",しゃわー' viene del inglés 'shower' y se escribe シャワー en katakana. Ojo: シ (no ツ) y ワ (no ウ).,「しゃわー」มาจากภาษาอังกฤษ 'shower' เขียนเป็นคาตากานะว่า シャワー สังเกต シ (ไม่ใช่ ツ) และ ワ (ไม่ใช่ ウ),"しゃわー' có nguồn gốc từ tiếng Anh 'shower', viết katakana là シャワー. Lưu ý シ (không phải ツ) và ワ (không phải ウ).",,
コーヒーをのみました。,飯みました,読みました,餃みました,飲みました,飲みました,,のみました,"‘のむ’는 ‘飲む’라고 씁니다. 마시다(노무) = drink. 밥(한/고한) = meal, 읽다(요무) = read.","のむ' is written as 飲む (to drink). 飯=meal, 読む=read. The correct kanji is 飲みました.",「のむ」写作「飲む」（喝）。飯（はん）=饭，読む（よむ）=读。正确汉字是飲みました。,「のむ」寫作「飲む」（喝）。飯（はん）=飯，読む（よむ）=讀。正確漢字是飲みました。,「のむ」は「飲む」と書きます。コーヒーを飲む。「飯」や「読」とは意味が違います。,"のむ' s'écrit 飲む (boire). 飯=repas, 読む=lire. Le bon kanji est 飲みました.","のむ' ditulis 飲む (minum). 飯=nasi/makan, 読む=membaca. Kanji yang benar adalah 飲みました.","のむ' se escribe 飲む (beber). 飯=comida, 読む=leer. El kanji correcto es 飲みました.","「のむ」เขียนว่า飲む (ดื่ม) 飯=อาหาร, 読む=อ่าน คันจิที่ถูกต้องคือ飲みました","のむ' viết là 飲む (uống). 飯=bữa ăn, 読む=đọc. Kanji đúng là 飲みました.",,
このぼうしは1000えんです。,1000内,1000用,1000冊,1000円,1000円,,1000えん,‘엔’은 ‘円’이라고 씁니다. 엔은 화폐 단위(일본 엔)입니다. 내·용·책은 의미가 다릅니다.,"えん' is written as 円 (Japanese yen). 円 means money unit. 内=inside, 用=use, 冊=counter for books.",「えん」写作「円」（日元）。内=里面，用=用途，冊=册（书的量词）。正确汉字是円。,「えん」寫作「円」（日圓）。内=裡面，用=用途，冊=冊（書的量詞）。正確漢字是円。,「えん」は「円」と書きます。日本の通貨単位です。,"えん' s'écrit 円 (yen japonais). 内=intérieur, 用=usage, 冊=compteur de livres. La bonne réponse est 1000円.","えん' ditulis 円 (yen Jepang). 内=dalam, 用=kegunaan, 冊=satuan buku. Jawaban yang benar adalah 1000円.","えん' se escribe 円 (yen japonés). 内=interior, 用=uso, 冊=contador de libros. La respuesta correcta es 1000円.","「えん」เขียนว่า円 (เยนญี่ปุ่น) 内=ข้างใน, 用=การใช้, 冊=หน่วยนับหนังสือ คำตอบที่ถูกคือ1000円","えん' viết là 円 (yên Nhật). 内=bên trong, 用=mục đích, 冊=đơn vị đếm sách. Đáp án đúng là 1000円.",,
きのうたなかさんとあいました。,見いました,書いました,会いました,話いました,会いました,,あいました,"‘あう’는 ‘会う’라고 씁니다. 만나다(아우) = meet. 보다(미루) = see, 쓰다(카쿠) = write.","あう' is written as 会う (to meet). 見る=see, 書く=write. 話いました is incorrect; it should be 話しました.",「あう」写作「会う」（见面）。見る（みる）=看，書く（かく）=写。正确汉字是会いました。,「あう」寫作「会う」（見面）。見る（みる）=看，書く（かく）=寫。正確漢字是会いました。,「あう」は「会う」と書きます。友達に会う。「見る」「書く」とは異なります。,"あう' s'écrit 会う (rencontrer). 見る=voir, 書く=écrire. La bonne réponse est 会いました.","あう' ditulis 会う (bertemu). 見る=melihat, 書く=menulis. Jawaban yang benar adalah 会いました.","あう' se escribe 会う (encontrarse). 見る=ver, 書く=escribir. La respuesta correcta es 会いました.","「あう」เขียนว่า会う (พบ) 見る=มอง, 書く=เขียน คำตอบที่ถูกคือ会いました","あう' viết là 会う (gặp). 見る=xem, 書く=viết. Đáp án đúng là 会いました.",,
（  ）になにをいれますか。いちばんいいものをひとつえらんでください。\nわたしのへやはこの(  )の2かいです。,エレベーター,プール,エアコン,アパート,アパート,,,"이 ___의 2층' → 건물을 나타내는 말이 들어갑니다. 아파트(apartment)가 정답. 엘리베이터 = elevator, 풀 = pool, 에어컨 = air conditioner.","The blank needs a word meaning 'building'. アパート (apartment) fits 'this ___ 's 2nd floor'. エレベーター=elevator, プール=pool, エアコン=AC.",空格需要填入建筑物的名称。「这栋___的2楼」→选アパート（公寓）。エレベーター=电梯，プール=游泳池，エアコン=空调。,空格需要填入建築物的名稱。「這棟___的2樓」→選アパート（公寓）。エレベーター=電梯，プール=游泳池，エアコン=冷氣。,「この___の2階」には建物を表す語が入ります。アパートが正解。,"Il faut un mot désignant un bâtiment. 'Le 2e étage de cet ___' → アパート (appartement). エレベーター=ascenseur, プール=piscine, エアコン=clim.","Kata yang dibutuhkan adalah bangunan. 'Lantai 2 ___ ini' → アパート (apartemen). エレベーター=lift, プール=kolam renang, エアコン=AC.","Se necesita una palabra para edificio. 'El 2° piso de este ___' → アパート (apartamento). エレベーター=ascensor, プール=piscina, エアコン=AC.","ต้องการคำที่หมายถึงอาคาร 'ชั้น 2 ของ___ นี้' → アパート (อพาร์ตเมนต์) エレベーター=ลิฟต์, プール=สระว่ายน้ำ, エアコン=แอร์","Cần từ chỉ tòa nhà. 'Tầng 2 của ___ này' → アパート (căn hộ). エレベーター=thang máy, プール=bể bơi, エアコン=điều hòa.",,
さとうさんはギターを じょうずに(  ).,うたいます,ききます,ひきます,あそびます,ひきます,,,"기타를 ‘연주(히쿠)’하는 것이 정답. 악기를 연주할 때는 ‘弾く(ひく)’를 사용합니다. 노래하기 = sing, 듣기 = listen, 놀기 = play (games).","Playing guitar uses the verb ひく (弾く). うたう=sing, きく=listen, あそぶ=play (games). ひきます is correct.",弹吉他用「弾く（ひく）」。うたう=唱歌，きく=听，あそぶ=玩耍。ひきます是正确答案。,彈吉他用「弾く（ひく）」。うたう=唱歌，きく=聽，あそぶ=玩耍。ひきます是正確答案。,楽器を演奏する動詞は「弾く（ひく）」です。ギターをひく。歌う・聞く・遊ぶとは異なります。,"Pour jouer d'un instrument, on utilise ひく (弾く). うたう=chanter, きく=écouter, あそぶ=jouer (jeux). Réponse: ひきます.","Untuk memainkan alat musik digunakan ひく (弾く). うたう=menyanyi, きく=mendengarkan, あそぶ=bermain. Jawaban: ひきます.","Para tocar un instrumento se usa ひく (弾く). うたう=cantar, きく=escuchar, あそぶ=jugar. Respuesta: ひきます.","การเล่นเครื่องดนตรีใช้ ひく (弾く) うたう=ร้องเพลง, きく=ฟัง, あそぶ=เล่น คำตอบ: ひきます","Chơi nhạc cụ dùng động từ ひく (弾く). うたう=hát, きく=nghe, あそぶ=chơi. Đáp án: ひきます.",,
テーブルにおさらとはしを（  ）ください。,ならべて,とって,たべて,あらって,ならべて,,,"접시와 젓가락을 테이블에 나란히 놓는다(ならべる)' = arrange on the table. '取る' = take, '食べる' = eat, '洗う' = wash.","To place dishes and chopsticks on the table, use ならべて (arrange). とって=take, たべて=eat, あらって=wash.",将碗碟和筷子摆放在桌上→ならべて（摆放）。とって=拿，たべて=吃，あらって=洗。,將碗碟和筷子擺放在桌上→ならべて（擺放）。とって=拿，たべて=吃，あらって=洗。,テーブルにお皿とはしを「並べる（ならべる）」が正解。「取る」「食べる」「洗う」は文脈に合いません。,"Disposer les assiettes et baguettes sur la table → ならべて (ranger/disposer). とって=prendre, たべて=manger, あらって=laver.","Menyusun piring dan sumpit di meja → ならべて (menyusun). とって=mengambil, たべて=makan, あらって=mencuci.","Colocar platos y palillos en la mesa → ならべて (ordenar/colocar). とって=tomar, たべて=comer, あらって=lavar.","วางจานและตะเกียบบนโต๊ะ → ならべて (จัดเรียง) とって=หยิบ, たべて=กิน, あらって=ล้าง","Sắp xếp bát đĩa và đũa lên bàn → ならべて (sắp xếp). とって=lấy, たべて=ăn, あらって=rửa.",,
けさそうじをしたからへやは（  ）です。,きれい,きたない,あかるい,くらい,きれい,,,"청소를 했다(cleansed)' → 방은 '깨끗하다(clean/beautiful)'가 됩니다. 더럽다 = dirty(반대), 밝다 = bright, 그 정도 = dark.","After cleaning (そうじした), the room becomes きれい (clean). きたない=dirty (opposite), あかるい=bright, くらい=dark.",打扫了房间→房间变得「きれい」（干净）。きたない=脏（反义词），あかるい=明亮，くらい=昏暗。,打掃了房間→房間變得「きれい」（乾淨）。きたない=髒（反義詞），あかるい=明亮，くらい=昏暗。,掃除をしたから部屋はきれいになります。きたない（dirty）が反対語です。,"Après avoir nettoyé (そうじした), la chambre est きれい (propre). きたない=sale (contraire), あかるい=lumineux, くらい=sombre.","Setelah dibersihkan (そうじした), kamar menjadi きれい (bersih). きたない=kotor (lawan), あかるい=terang, くらい=gelap.","Después de limpiar (そうじした), la habitación está きれい (limpia). きたない=sucio (contrario), あかるい=brillante, くらい=oscuro.","หลังจากทำความสะอาด (そうじした) ห้องก็ きれい (สะอาด) きたない=สกปรก (ตรงข้าม), あかるい=สว่าง, くらい=มืด","Sau khi dọn dẹp (そうじした), phòng trở nên きれい (sạch sẽ). きたない=bẩn (đối nghĩa), あかるい=sáng, くらい=tối.",,
きょうは500（  ）およぎました。,ど,ばん,メートル,グラム,メートル,,,"수영 거리의 단위는 ""미터"". 도 = °hours(온도 등), 반 = 번호·순서, 그램 = 무게 단위. 500미터가 정답.","Distance in swimming uses メートル (meters). ど=degrees, ばん=number/turn, グラム=grams (weight). 500メートル is correct.",游泳距离的单位是「メートル」（米）。ど=度（温度等），ばん=号/顺序，グラム=克（重量）。选メートル。,游泳距離的單位是「メートル」（公尺）。ど=度（溫度等），ばん=號/順序，グラム=克（重量）。選メートル。,泳いだ距離にはメートルを使います。500メートルが自然な表現です。,"La distance en natation s'exprime en メートル (mètres). ど=degrés, ばん=numéro, グラム=grammes. 500メートル est correct.","Jarak berenang menggunakan メートル (meter). ど=derajat, ばん=nomor/giliran, グラム=gram (berat). 500メートル benar.","La distancia en natación usa メートル (metros). ど=grados, ばん=número, グラム=gramos (peso). 500メートル es correcto.","ระยะทางว่ายน้ำใช้ メートル (เมตร) ど=องศา, ばん=หมายเลข, グラム=กรัม (น้ำหนัก) 500メートル ถูกต้อง","Khoảng cách bơi dùng メートル (mét). ど=độ, ばん=số thứ tự, グラム=gam (trọng lượng). 500メートル là đúng.",,
えきからたいしかんまでの（  ）をかいてください。,しゃしん,ちず,てがみ,きっぷ,ちず,,,"역에서 대사관까지의 길을 그리기' → 지도(지도/마크)가 정답. 사진 = photo, 편지 = letter, 티켓 = ticket.","Drawing the route from the station to the embassy → ちず (map). しゃしん=photo, てがみ=letter, きっぷ=ticket.",画出从车站到大使馆的路线→ちず（地图）。しゃしん=照片，てがみ=信，きっぷ=车票。,畫出從車站到大使館的路線→ちず（地圖）。しゃしん=照片，てがみ=信，きっぷ=車票。,駅から大使館までの道順を書く→地図（ちず）が正解。,"Dessiner le chemin de la gare à l'ambassade → ちず (carte/plan). しゃしん=photo, てがみ=lettre, きっぷ=billet.","Menggambar rute dari stasiun ke kedutaan → ちず (peta). しゃしん=foto, てがみ=surat, きっぷ=tiket.","Dibujar la ruta de la estación a la embajada → ちず (mapa). しゃしん=foto, てがみ=carta, きっぷ=billete.","วาดเส้นทางจากสถานีไปสถานทูต → ちず (แผนที่) しゃしん=รูปถ่าย, てがみ=จดหมาย, きっぷ=ตั๋ว","Vẽ đường đi từ ga đến đại sứ quán → ちず (bản đồ). しゃしん=ảnh, てがみ=thư, きっぷ=vé.",,
うるさいからテレビを（  ）ください。,けして,つけて,しめて,あけて,けして,,,"시끄럽다(noisy)'는 TV를 '끄다(케스/turn off)'가 자연스럽다. 켜기=turn on, 닫기=close, 열기=open.","Because it's noisy (うるさい), turn off (けして) the TV. つけて=turn on, しめて=close, あけて=open.",因为吵（うるさい），所以要关掉（けして）电视。つけて=开，しめて=关（门窗），あけて=开（门窗）。,因為吵（うるさい），所以要關掉（けして）電視。つけて=開，しめて=關（門窗），あけて=開（門窗）。,うるさいのでテレビを消す（けす）のが正解。つける（turn on）は反対の意味です。,"Parce que c'est bruyant (うるさい), éteindre (けして) la TV. つけて=allumer, しめて=fermer, あけて=ouvrir.","Karena berisik (うるさい), matikan (けして) TV. つけて=nyalakan, しめて=tutup, あけて=buka.","Porque es ruidoso (うるさい), apaga (けして) la TV. つけて=encender, しめて=cerrar, あけて=abrir.","เพราะเสียงดัง (うるさい) จึงปิด (けして) ทีวี つけて=เปิด, しめて=ปิด(ประตู), あけて=เปิด(ประตู)","Vì ồn (うるさい) nên tắt (けして) TV. つけて=bật, しめて=đóng, あけて=mở.",,
きょうは（  ）がふっています。,くもり,はれ,かぜ,ゆき,ゆき,,,"降っている(ふっている)'는 비나 눈이 떨어지는 동사이다. 구름=cloudy, 맑음=sunny(동사 'ふる'와는 맞지 않음), 바람=wind(불다), 눈(ゆき)이 정답.","ふっています means something is falling (rain/snow). くもり=cloudy, はれ=sunny, かぜ=wind (uses 吹く not ふる). ゆき (snow) is correct.",「ふっています」表示雨或雪在降落。くもり=阴天，はれ=晴天，かぜ=风（用吹く不用ふる），ゆき（雪）是正确答案。,「ふっています」表示雨或雪在降落。くもり=陰天，はれ=晴天，かぜ=風（用吹く不用ふる），ゆき（雪）是正確答案。,「ふる」は雨や雪に使う動詞です。風は「吹く（ふく）」を使います。ゆきが正解。,"ふっています signifie que quelque chose tombe (pluie/neige). くもり=nuageux, はれ=ensoleillé, かぜ=vent (吹く). ゆき (neige) est correct.","ふっています berarti sesuatu sedang turun (hujan/salju). くもり=mendung, はれ=cerah, かぜ=angin (吹く). ゆき (salju) benar.","ふっています significa que algo está cayendo (lluvia/nieve). くもり=nublado, はれ=soleado, かぜ=viento (吹く). ゆき (nieve) es correcto.","ふっています หมายถึงมีอะไรตกลงมา (ฝน/หิมะ) くもり=흐림, はれ=맑음, かぜ=ลม (吹く) ゆき (หิมะ) ถูกต้อง","ふっています có nghĩa là có gì đó đang rơi (mưa/tuyết). くもり=흐림, はれ=맑음, かぜ=gió (吹く). ゆき (tuyết) là đúng.",,
