question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
3ばん,山本さんが きょうしつに いるとき,山本さんが きょうしつを 出たとき,山本さんが としょかんに いるとき,山本さんが としょかんを 出たとき,山本さんが としょかんを 出たとき,n4q11.m4a,,,,,"3번 수업이 끝난 뒤, 남학생과 여학생이 복도에서 이야기를 나누고 있습니다. 남학생은 언제 야마모토 씨에게 편지를 건네줄까요?  M: 모리 씨, 이 편지를 야마모토 씨에게 전해줄래? F: 어, 뭐? M: 저기, 나는 야마모토 씨를 좋아해서 내 마음을 편지에 적었는데, 쉽게 전하지 못하고 있어. 아침에 교실에서 건네주려고 했지만, 부끄러워서 못했고, 지금 야마모토 씨가 교실을 나올 때도 역시 건네지 못했다. F: 직접 건네는 게 좋을 거야. 야마모토 씨라면 수업이 끝난 뒤에 보통 30분 정도 도서관에 있을 거야. M: 도서관은 사람이 많아서 부끄러워. F: 그럼, 나왔을 때는 어때? M: 음. F: 힘내. M: 응, 가볼게. 밖에서 기다렸다가 스스로 건네줄게.  남학생은 언제 야마모토 씨에게 편지를 건네줄까요?","After class 3, a male student and a female student are talking in the hallway. When will the male student hand over the letter to Mr. Yamamoto?  M: Mr. Mori, can you give this letter to Mr. Yamamoto? F: What? M: Well, I like Mr. Yamamoto, so I wrote a letter about my feelings, but it's hard to give them to him. In the morning, I was going to give it to him in the classroom, but I was so embarrassed that I couldn't give it to him even when he left the classroom. F: You'd better give it to yourself. Mr. Yamamoto always stays in the library for about 30 minutes after class. M: There are a lot of people in the library, so I'm embarrassed. F: So how about when you come out? M: Well. F: Good luck. M: Yeah, I'll go. I'll wait outside and give it to you.  When will the male student hand over the letter to Mr. Yamamoto?",,,3番  授業のあとで、男の学生と女の学生が廊下で話しています。 男の学生は、いつ山本さんに手紙を渡しますか。  Ｍ：森さん、この手紙を山本さんに渡してくれない？ Ｆ：え、何？ Ｍ：あのう、僕、山本さんのことが好きで、僕の気持ちを手紙に書いたんだけど、なかなか渡せないんだ。朝、教室で渡そうと思ったんだけど、恥ずかしくてだめで、今、山本さんが教室を出たときもやっぱり渡せなかったんだ。 Ｆ：自分で渡したほうがいいよ。山本さんなら授業のあと、いつも30分ぐらい図書館にいるよ。 Ｍ：図書館は人が多いから、恥ずかしいよ。 Ｆ：じゃ、出てきたときはどう？ Ｍ：うーん。 Ｆ：がんばって。 Ｍ：うん、行ってみる。外で待って、自分で渡すよ。  男の学生は、いつ山本さんに手紙を渡しますか。,,,,,
4ばん,あく 時間が はやく なる,しまる 時間が おそく なる,中学生いかは ただに なる,チケットが 安く なる,しまる 時間が おそく なる,n4q12.m4a,,,,,"4번 라디오를 듣고 있습니다. 사쿠라 동물원은 개장일에 어떻게 될까요?  F: 이번 달 20일 금요일에 사쿠라 공원 옆에 사쿠라 동물원이 개장합니다. 동물원은 매일 오전 10시부터 저녁 5시까지 운영하지만, 개장일에는 오후 8시까지 연다고 합니다. 업무 후에 아이와 함께 어떠신가요? 휴무는 매주 목요일입니다. 티켓은 600엔이며, 중학생은 500엔, 초등학생 이하 어린이는 무료입니다. 매월 초 토요일에는 티켓이 할인돼서 300엔에 입장할 수 있어요. 꼭 한 번 방문해 보세요.  사쿠라 동물원은 개장일에 어떻게 될까요?","I'm listening to radio number 4. What happens to Sakura Zoo on its opening day?  F: Sakura Zoo will open next to Sakura Park on Friday the 20th of this month. The zoo is open from 10 p.m. to 5 p.m. every day, but it is open until 8 p.m. on the day it opens. How about joining your child after work? My day off is every Thursday. Tickets are 600 yen, 500 yen for junior high school students, and free for children under elementary school age. On the first Saturday of every month, the ticket becomes cheaper and you can enter it for 300 yen. Be sure to go there.  What happens to Sakura Zoo on its opening day?",,,4番  ラジオを聞いています。 さくら動物園はオープンの日にどうなりますか。  Ｆ：今月二十日金曜日に、さくら公園の隣にさくら動物園がオープンします。動物園は毎日10時から夕方5時までですが、オープンの日は午後8時まで開いているそうです。お仕事のあとにお子さんと一緒にいかがでしょうか。休みは毎週木曜です。チケットは600円で、中学生は500円、小学生以下のお子さんはただです。毎月初めの土曜日には、チケットが安くなって、300円で入れます。ぜひ、行ってみてください。  さくら動物園はオープンの日にどうなりますか。,,,,,
5ばん,いろいろな ばしょに おいて あること,うって いる ものの しゅるいが 多いこと,ことばを 話すこと,お金が ぬすまれないこと,うって いる ものの しゅるいが 多いこと,n4q13.m4a,,,,,"5번 여학생과 남학생이 대화하고 있습니다. 여학생들은 일본의 자동판매기에 대해 어떤 점에 놀랐다고 말하고 있나요?  F: 있잖아, 일본에 와서 일본 자동판매기에 놀라지 않았어? M: 놀랐어. 공원, 병원, 바다 어디든 다 있어서 대단해. F: 내가 놀란 건 종류야. 우리 나라에서는 파는 것이 대부분 음료다. M: 일본에서는 바나나와 꽃, 옷도 본 적이 있다. F: 응. M: 말을 하는 자동판매기도 있어서, 도쿄에서는 도쿄 사투리를, 오사카에서는 오사카 사투리를 말해. F: 점원 같네. 일본에서는 밖에 두어도 안에 있는 돈이 도난당하지 않으니, 자동판매기가 많이 있는 걸지도 모르겠네.  여학생들은 일본의 자동판매기에 대해 어떤 점에 놀랐다고 말하고 있나요?","The fifth female student and the male student are talking. What does the female student say about the vending machines in Japan surprised her?  F: Hey, weren't you surprised by the Japanese vending machines when you came to Japan? M: I'm surprised. There are parks, hospitals, seas, everywhere, so it's amazing. F: What surprised me was the kind. In my country, most of the drinks are sold. M: I've seen bananas, flowers and clothes in Japan. F: Yeah. M: There are vending machines that speak languages, and in Tokyo they speak Tokyo language and in Osaka they speak Osaka language. F: You look like a clerk. In Japan, even if you put it outside, the money inside won't be stolen, so there may be a lot of vending machines.  What does the female student say about the vending machines in Japan surprised her?",,,5番  女の留学生と男の留学生が話しています。 女の留学生は、日本の自動販売機について、どんなことに驚いたと言っていますか。  Ｆ：ねえ、日本に来て、日本の自動販売機に驚かなかった？ Ｍ：驚いた。公園、病院、海、どこに行ってもあるから、すごいよ。 Ｆ：私が驚いたのは種類だよ。私の国では、売っているのは飲み物がほとんどだよ。 Ｍ：日本ではバナナや花、服も見たことがある。 Ｆ：うん。 Ｍ：言葉を話す自動販売機もあって、東京では東京の言葉を、大阪では大阪の言葉を話すんだよ。 Ｆ：店員みたいだね。日本では外に置いてあっても、中のお金が盗まれたりしないから、自動販売機がたくさんあるのかもしれないね。  女の留学生は、日本の自動販売機について、どんなことに驚いたと言っていますか。,,,,,
6ばん,5 時から 5 時半まで,5 時から 6 時まで,5 時半から 6 時まで,5 時半から 6 時半まで,5 時半から 6 時半まで,n4q14.m4a,,,,,"6번 슈퍼마켓에서 손님과 직원이 대화하고 있습니다. 달걀을 저렴하게 살 수 있는 시간은 언제부터 언제까지인가요?  F: 죄송합니다, 이 가게 홈페이지에 오늘은 “계란이 저렴하다”고 적혀 있었는데, 판매 코너는 어디인가요? M: 저기인데요, 죄송합니다, 고객님. 계란을 저렴하게 제공하는 서비스는 저녁 한 시간뿐입니다. F: 어, 몇 시부터인가요. 이미 끝났나요? M: 아니요, 아직 안 됐어요. 지금은 정확히 5시라서, 시작까지 30분이 남아 있습니다. F: 알겠습니다.  달걀을 저렴하게 살 수 있는 시간은 언제부터 언제까지인가요?","A customer and a shopkeeper are talking at the 6th supermarket. From what time to what time does the egg get cheaper?  F: Excuse me, the website of this store says eggs are cheap today. Where is the store? M: Over there, I'm sorry, sir. Eggs are cheaper only for one hour in the evening. F: What time does it start? Are you done yet? M: No, not yet. It's exactly five o'clock now, so we have 30 minutes until it starts. F: All right.  From what time to what time does the egg get cheaper?",,,6番  スーパーで客と店の人が話しています。 卵が安くなる時間は、何時から何時までですか。  Ｆ：すみません、こちらのお店のホームページに、今日は「卵が安い」と書いてあったんですが、売り場はどこですか。 Ｍ：あそこですが、すみません、お客様。卵が安くなるサービスは、夕方の1時間だけなんです。 Ｆ：えっ、何時からですか。もう終わってしまいましたか。 Ｍ：いえ、まだです。今、ちょうど5時ですから、始まるまで30分あります。 Ｆ：分かりました。  卵が安くなる時間は、何時から何時までですか。,,,,,
7ばん,食べものの 店が たくさん あるから,まつりが あって にぎやかだから,ふねの 上で さくらが 見られるから,会社から あるいて 行けるから,ふねの 上で さくらが 見られるから,n4q15.m4a,,,,,"7번 회사에서 여성과 남성이 꽃구경 장소에 대해 이야기하고 있습니다. 남자들은 왜 동공원이 좋다고 말할까요?  F: 토요일에 퇴근하고 꽃구경 갈래? M: 좋네. F: 어디가 좋을까? M: 동공원이 좋다. 벚꽃은 동공원과 북공원이 유명하지만, 북공원은 매년 정말 붐비거든. 공원 안에 음식점이 많이 나와서, 걸어도 쉽게 앞으로 나아가지 못한다. F: 축제 같은 분위기에 활기차고 즐거워 보이지만, 조금 피곤하네. M: 동공원도 사람은 많지만 연못이 있고, 배를 타고 벚꽃을 볼 수 있어서 즐거워. F: 재미있을 것 같아. 동공원은 회사에서 걸어서 갈 수 있을까? M: 음, 걸어가는 건 힘들지만 버스로는 15분이면 도착할 거야. F: 그럼 동공원에 가자.  남자들은 왜 동공원이 좋다고 말할까요?","Number 7 A woman and a man are talking about a cherry blossom viewing place at the company. Why does the man say East Park is good?  F: Would you like to go cherry blossom viewing on Saturday after work? [MK] Good. F: Where do you want to go? M: East Park is good. As for cherry blossoms, East Park and North Park are famous, but North Park is very crowded every year. There are so many restaurants in the park that I can't move forward even if I walk. F: It's like a festival, it looks lively and fun, but it's a little tiring. M: There are a lot of people in Dong Park, but it's fun because there's a pond and you can see cherry blossoms on a boat. F: It's going to be fun. Can I walk to Higashi Park from the office? M: Well, I can't walk, but I can get there in 15 minutes by bus. F: Well, let's go to East Park.  Why does the man say East Park is good?",,,7番  会社で女の人と男の人が花見の場所について話しています。 男の人は、どうして東公園がいいと言っていますか。  Ｆ：土曜日、仕事の帰りに花見に行かない？ Ｍ：いいね。 Ｆ：どこがいい？ Ｍ：東公園がいいよ。桜は東公園と北公園が有名だけど、北公園は毎年すごく込むんだよ。公園の中に食べ物の店がたくさん出ていて、歩いていても、なかなか前に進めないんだ。 Ｆ：お祭りみたいで、にぎやかで楽しそうだけど、ちょっと疲れるね。 Ｍ：東公園も人は多いんだけど、池があって、舟に乗って桜が見られるから楽しいよ。 Ｆ：面白そう。東公園は会社からは歩いて行ける？ Ｍ：えっと、歩くのは無理だけど、バスなら15分で着くよ。 Ｆ：じゃ、東公園に行こう。  男の人は、どうして東公園がいいと言っていますか。,,,,,
1ばん,1,2,3,,2,n4q16.m4a,,,audioimage18,,1번 친구가 귀여운 목걸이를 하고 있어요. 구입한 가게를 알고 싶습니다. 뭐라고 말해야 할까요.  F: 1. 어느 가게에서 구매하실 생각인가요? 2. 그것은 어디서 구입했나요? 3. 구매했는지 여부를 알려 주세요.,My friend is wearing a cute necklace. I'd like to know the store I bought. What do you call it?  F: 1. Which store are you going to buy at? 2. Where did you buy it? 3. Tell me if you bought it.,,,1番  友達がかわいいネックレスをしています。 買った店が知りたいです。何と言いますか。  Ｆ： １．どの店で買うつもりですか。 ２．それはどこで買ったんですか。 ３．買ったかどうか教えてください。,,,,,
2ばん,1,2,3,,2,n4q17.m4a,,,audioimage19,,"2번 책상 아래에 내 지우개가 떨어졌어요. 친구에게 받아보고 싶어요. 뭐라고 말해야 할까요.  M: 1. 아, 지우개를 빼줄까? 2. 미안, 지우개 줘줄래? 3. 야, 지우개가 떨어졌대.","Number 2 My eraser fell under the desk. I want my friend to take it. What do you call it?  M: 1. Oh, do you want me to get you an eraser? 2. Sorry, can you pick up the eraser? 3. Hey, I heard the eraser fell off.",,,2番  机の下に自分の消しゴムが落ちました。 友達に取ってもらいたいです。何と言いますか。  Ｍ： １．あ、消しゴムを取ってあげようか。 ２．ごめん、消しゴムを拾ってくれる？ ３．ねえ、消しゴムが落ちたそうだよ。,,,,,
3ばん,1,2,3,,1,n4q18.m4a,,,audioimage20,,3번 엘리베이터 안입니다. 다른 사람이 내린 뒤에 내립니다. 뭐라고 말해야 할까요.  M: 1. 먼저 가세요. 2. 앞으로 갑니다. 3. 나중에 부탁드립니다.,It's inside elevator number 3. I'll get off after someone else gets off. What do you call it?  M: 1. Go ahead. 2. Move forward. 3. Please do it later.,,,3番  エレベーターの中です。 ほかの人が降りたあとで降ります。何と言いますか。  Ｍ： １．どうぞお先に。 ２．前へ行きます。 ３．あとでお願いします。,,,,,
4ばん,1,2,3,,3,n4q19.m4a,,,audioimage21,,4번 친구가 가방을 닫는 것을 잊어버렸어요. 뭐라고 말해야 할까요.  F: 1. 가방을 열어 두어. 2. 가방이 닫힌 채로 남아 있어. 3. 가방이 열려 있어.,Number 4. My friend forgot to close his bag. What do you call it?  F: 1. Keep your bag open. 2. Your bag is still closed. 3. Your bag is open.,,,4番  友達がかばんを閉めるのを忘れています。 何と言いますか。  Ｆ： １．かばんを開けておいてね。 ２．かばんが閉まったままだよ。 ３．かばんが開いているよ。,,,,,
5ばん,1,2,3,,2,n4q20.m4a,,,audioimage22,,5번 읽는 방법을 알고 싶습니다. 뭐라고 말해야 할까요.  M: 1. 어떻게 썼나요? 2. 무엇이라고 적혀 있나요? 3. 무엇을 적어 두면 좋을까요?,I want to know how to read number 5. What do you call it?  M: 1. How did you write it? 2. What does it say? 3. What should I write down?,,,5番  読み方が知りたいです。 何と言いますか。  Ｍ： １．どうやって書いたんですか。 ２．何と書いてあるんですか。 ３．何を書いておきましょうか。,,,,,
1ばん,1,2,3,,1,n4q21.m4a,,,,,"1번 M: 괜찮으시다면 차 한 잔 더 드시겠어요?  F: 1. 죄송합니다. 잘 먹겠습니다. 2. 한 잔 더 드세요. 3. 아니, 천만에.","Number one M: Would you like another cup of tea?  F: 1. I'm sorry. Let us eat。 2. Have another drink. 3. No, you're welcome.",,,1番  Ｍ：よかったら、お茶をもう一杯いかがですか。  Ｆ： １．すみません。いただきます。 ２．もう一杯どうぞ。 ３．いえ、どういたしまして。,,,,,
2ばん,1,2,3,,3,n4q22.m4a,,,,,"2번 M: 야마모토 씨, 바빠 보이지만 지금 조금 얘기할 수 있어?  F: 1. 말하고 있지 않아요. 2. 아, 지금은 도와줄 수 없군요. 3. 네. 뭐예요?","Number 2 M: Yamamoto, you look busy. Can you talk to me now?  F: 1. I'm not talking. 2. Oh, I can't help you right now. 3. Yes, what is it?",,,2番  Ｍ：山本さん、忙しそうだけど、今ちょっと話せる？  Ｆ： １．話していませんよ。 ２．あ、今は、手伝えないんですね。 ３．はい。何ですか。,,,,,
3ばん,1,2,3,,3,n4q23.m4a,,,,,"3번 M: 린 씨, 곧 모리 씨 생일이네. 선물은 뭘로 할까.  F: 1. 그게 좋네. 2. 선물을 주자. 3. 음… 티셔츠는 어때?","Number 3: Lynn, it's Mori's birthday soon. What should I give you as a gift?  F: 1. That's good. 2. I'll give you a present. 3. How about a T-shirt?",,,3番  Ｍ：リンさん、もうすぐ森さんの誕生日だね。プレゼントは、何にしようか。  Ｆ： １．それがいいね。 ２．プレゼントをあげようよ。 ３．んー、Ｔシャツはどう？,,,,,
4ばん,1,2,3,,1,n4q24.m4a,,,,,"4번 F: 아, 그 자료는 나중에 쓸 거니까 아직 정리하지 않아도 돼요.  M: 1. 그럼 여기 두겠습니다. 2. 아니요, 저는 이제 사용하지 않을 겁니다. 3. 바로 정리할까요?","Number 4 F: Oh, I'll use that material later, so you don't have to clean it up yet.  M: 1. Then I'll leave it here. 2. No, I won't use it anymore. 3. Shall we clean it up right away?",,,4番  Ｆ：あ、その資料、あとで使うから、まだ片付けなくてもいいですよ。  Ｍ： １．じゃ、ここに置いておきます。 ２．いえ、僕はもう使いませんよ。 ３．すぐ片付けましょうか。,,,,,
5ばん,1,2,3,,2,n4q25.m4a,,,,,"5번 F: 선배, 저기, 대학 수업 선택 방법에 대해 알려주실 수 있나요?  M: 1. 그건, 줄 수 없어. 2. 응, 뭐든 물어봐. 3. 꼭 부탁할게.","Number 5 F: Senior, can you tell me how to choose a university class?  M: 1. I can't give it to you. 2. Yes, ask me anything. 3. Please do.",,,5番  Ｆ：先輩、あの、大学の授業の選び方について教えてもらえませんか。  Ｍ： １．それは、あげられないよ。 ２．うん、何でも聞いて。 ３．ぜひ、お願いするよ。,,,,,
6ばん,1,2,3,,3,n4q26.m4a,,,,,"6번 F: 아, 야마다 씨. 부상은 이제 나아졌나요?  M: 1. 별로 하지 않았습니다. 2. 그 점은 좋았습니다. 3. 완전히 나았습니다.","Number 6 F: Oh, Mr. Yamada. Is your injury better yet?  M: 1. I didn't do much. 2. That was good. 3. I'm completely cured.",,,6番  Ｆ：あ、山田さん。けがはもうよくなりましたか。  Ｍ： １．あまりしませんでした。 ２．それはよかったです。 ３．すっかり治りました。,,,,,
7ばん,1,2,3,,2,n4q27.m4a,,,,,"7번 M: 리 씨, 대학을 졸업하면 어떻게 할지 정했나요?  F: 1. 졸업하게 되었습니다. 2. 귀국해 무역 일을 합니다. 3. 은행에서 근무한 경험이 있습니다.","Number 7 M: Lee, have you decided what to do after you graduate from college?  F: 1. I can graduate now. 2. Go back to your country and work in trade. 3. I have worked at a bank.",,,7番  Ｍ：リーさん、大学を卒業したら、どうするか決まりましたか。  Ｆ： １．卒業できることになりました。 ２．国に帰って、貿易の仕事をします。 ３．銀行で働いたことがあります。,,,,,
8ばん,1,2,3,,1,n4q28.m4a,,,,,"8번 F: 있잖아, 여기 있던 회의 자료를 몰라?  M: 1. 어, 없나요? 2. 그럼, 알려 주세요. 3. 알 수 없었습니다.","Number 8 F: Hey, don't you know the material for the meeting that was here?  M: 1. Oh, you don't have any? 2. Then, please tell me. 3. I didn't know.",,,8番  Ｆ：ねえ、ここにあった会議の資料を知らない？  Ｍ： １．え、ないんですか。 ２．じゃ、教えてください。 ３．分かりませんでした。,,,,,
