question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group ,sub_question 
これは危険を伴う実験だ。,はらう,あつかう,ともなう,すくう,ともなう,,伴う,意見を『活発に』交換。,Exchange opinions actively.,积极地交换意见。,積極地交換意見。,『活発に』が自然。,Activement = 活発に.,Secara aktif = 活発に.,Activamente = 活発に.,อย่างแข็งขัน = 活発に,Một cách sôi nổi = 活発に.,,
列に並んでいたら、私の前に強引に（ ）きた人がいて、嫌な気分になった。,当てはまって,付け加えて,行き着いて,割り込んで,割り込んで,,割り込む,列に『割り込む』=順番を無視して入る。,To cut in line = 割り込む.,插队=割り込む。,插隊=割り込む。,『割り込んで』が正しい。,Griller la file = 割り込む.,Menyelak antrean = 割り込む.,Colarse en la fila = 割り込む.,แทรกคิว = 割り込む,Chen hàng = 割り込む.,,
__の言葉に意味が最も近いものを、一つえらびなさい。高橋さんはとても愉快な人だ。,面白い,おしゃれな,親切な,かわいい,面白い,,愉快,『愉快』=楽しく面白い。,愉快 = amusing/pleasant.,『愉快』=愉快/有趣。,『愉快』=愉快/有趣。,『愉快』は面白いに近い。,«愉快» ≈ amusant.,«愉快» ≈ menyenangkan.,«愉快» ≈ divertido.,『愉快』= สนุก/น่าสนใจ,«愉快» = vui thú/ thú vị.,,
それは確かにやむをえないことだと思う。,もったいない,なさけない,つまらない,しかたない,しかたない,,やむをえない,『やむをえない』=仕方がない。,Inevitable = しかたない.,『やむを得ない』=无可奈何。,『やむを得ない』=無可奈何。,『やむを得ない』=しかたない。,Inévitable = 仕方がない.,Tak terelakkan = しかたない.,Inevitable = しかたない.,ช่วยไม่ได้ = しかたない,Bất đắc dĩ = しかたない.,,
少し息抜きしたほうがいいよ。,待った,延長した,休んだ,働いた,休んだ,,息抜き,『息抜き』=休憩すること。,息抜き = take a break.,息抜き=休息。,息抜き=休息。,休んだ が自然。,Pause = 息抜き.,Istirahat = 息抜き.,Descanso = 息抜き.,พักหายใจ/พักผ่อน,Nghỉ ngơi.,,
今日はとてもついていた。,気分が悪かった,運が悪かった,気分がよかった,運がよかった,運がよかった,,ついていた,『ついていた』=運がよかった。,Means lucky (good fortune).,走运=运气好。,走運=運氣好。,『運がよかった』に一致。,Chanceux = 運がよかった.,Beruntung = 運がよかった.,Con suerte = 運がよかった.,โชคดี = 運がよかった,Gặp may = 運がよかった.,,
私はつねに言葉遣いに気をつけている。,当然,いつも,特に,できるだけ,いつも,,つねに,『つねに』=いつも/常に。,常に = always.,常に=总是。,常に=總是。,『いつも』が同義。,Toujours = 常に.,Selalu = 常に.,Siempre = 常に.,เสมอ = 常に,Luôn luôn = 常に.,,
次の言葉の使い方として最もよいものを、一つ選びなさい。延長,悪天候で列車が運転をやめたため、旅行の出発が三日後に延長された。,初めの設計では２階建てだったが、３階建ての家に延長することにした。,予定の時間内に結論が出ず、会議が１時間延長されることになった。,電車の中で居眠りをして、降りる駅を一駅延長してしまった。,予定の時間内に結論が出ず、会議が１時間延長されることになった。,,延長,時間・期間を延ばす→『会議が1時間延長』が自然。,Extend time/period → meeting extended an hour.,延长时间→会議延长一小时。,延長時間→會議延長一小時。,『延長』は期間に使う。,«延長» s'applique à la durée.,«延長» untuk memperpanjang waktu.,«延長» para prolongar tiempo.,ใช้กับการยืดเวลา/ระยะเวลา,Dùng để kéo dài thời gian/kỳ hạn.,,
次の言葉の使い方として最もよいものを、一つ選びなさい。さびる,暑いところに生ものをずっと置いておいたら、さびて臭くなった。,昨夜は雨が相当降ったらしく、普段はきれいな川の水がさびて濁っている。,鉢に植えた植物に水をやるのを忘れていたら、花がさびてしまった。,この鉄の棒はずっと家の外に置いてあったので、さびて茶色くなっている。,この鉄の棒はずっと家の外に置いてあったので、さびて茶色くなっている。,,さびる,『さびる』=金属が錆びる。鉄の棒→正しい用法。,さびる = metal rusting. Correct with iron bar.,『さびる』=金属生锈。铁棒→正确。,『さびる』=金屬生鏽。鐵棒→正確。,金属に用いる動詞。,Verbe pour métal (rouiller).,Untuk logam (berkarat).,Para metales (oxidarse).,ใช้กับโลหะ (ขึ้นสนิม),Dùng cho kim loại (rỉ sét).,,
次の言葉の使い方として最もよいものを、一つ選びなさい。目上,勉強会に参加した社員がすべて目上だったので、新人の私はとても緊張した。,この店で一番値段が高く目上の商品は、店の奥にある棚に並べられていた。,高校時代、鈴木さんはとても優秀で、成績はいつも学年で目上だった。,あの若さで金賞を受賞した伊藤さんは、本当に目上の人だと思う。,勉強会に参加した社員がすべて目上だったので、新人の私はとても緊張した。,,目上,『目上』=年長/地位が上の人。勉強会の参加者が目上→自然。,目上 = one's senior/superior.,『目上』=长辈/上级。,『目上』=長輩/上級。,年上・上位の人を指す。,Aîné/supérieur = 目上.,Yang lebih tua/atasan = 目上.,Mayor/superior = 目上.,ผู้ใหญ่/ผู้เหนือกว่า = 目上,Người lớn tuổi/cấp trên = 目上.,,
次の言葉の使い方として最もよいものを、一つ選びなさい。大げさ,息子の誕生日に料理を作りすぎてしまい、大げさに余ってしまった。,天気予報によると、明日は今日より大げさに気温が下がるらしい。,努力した結果、試験の成績が大げさに伸びて、先生に褒められた。,あの人は小さなことを大げさに言うので、そのまま信じないほうがいい。,あの人は小さなことを大げさに言うので、そのまま信じないほうがいい。,,大げさ,『大げさ』=誇張するさま。小事を大げさに言う。,Exaggerated; says things in an exaggerated way.,夸张：小题大做。,誇張：小題大做。,大げさ=誇張。,Exagéré = 大げさ.,Berlebihan = 大げさ.,Exagerado = 大げさ.,พูดเว่อร์เกินจริง = 大げさ,Phóng đại = 大げさ.,,
次の言葉の使い方として最もよいものを、一つ選びなさい。反省,発表の原稿を全部覚えたのに、緊張のせいでどんなに反省しても全く思い出せない。,今回の企画では、私の準備不足で周りに迷惑をかけたことをとても反省しています。,祖父はいつも若いころの思い出を懐かしそうに反省して私に話してくれる。,この機械の使い方を忘れないように、もう一度最初から反省しておきましょう。,今回の企画では、私の準備不足で周りに迷惑をかけたことをとても反省しています。,,反省,『反省』=自分の行いを振り返り省みる。今回の企画で迷惑→反省。,Reflect on one's faults: appropriate here.,反省=反思自己的过错。,反省=反省自己的過錯。,過ちを省みること。,Réflexion sur ses torts = 反省.,Introspeksi atas kesalahan = 反省.,Reflexionar sobre faltas = 反省.,ทบทวนข้อผิดพลาด = 反省,Xem xét lỗi lầm = 反省.,,
卒業論文がなかなか書けなくて、一時は（ ）かけたが、何とか今日無事に提出することができた。,あきらめ,あきらめて,あきらめる,あきらめた,あきらめ,,,『〜かける』=し始める/途中。あきらめかけた=諦めそうになった。,〜かける = about to/halfway.,『〜かける』=快要/做到一半。,『〜かける』=快要/做到一半。,『あきらめかけた』が自然。,Sur le point de... = 〜かける.,Hampir... = 〜かける.,A punto de... = 〜かける.,กำลังจะ.../ทำค้าง = 〜かける,Suýt.../dở dang = 〜かける.,,
子どものころ、母（ ）作ったハンバーグが大好きで、よく作ってもらった。,の,との,によって,にとって,の,,,連体修飾『母の作った』が自然。,Possessive の for relative clause.,『母の作的』结构自然。,『母の作的』結構自然。,『母の作った』が正しい。,«de ma mère» = の + 過去連体.,«buatan ibu» = の + bentuk lampau.,«hecho por mi madre» = の + pasado.,ของแม่ที่ทำ = の + รูปอดีต,Của mẹ làm = の + quá khứ.,,
多様な情報があふれる現代社会（ ） 、大切なのは、膨大な情報の中から、自分に必要な情報を選ぶ力である。,に加えて,において,を基にして,を込めて,において,,,場面・領域→『において』が適切。,Use において for context/field.,用于领域/场合→において。,用於領域/場合→において。,『において』が自然。,Dans le contexte de = において.,Dalam konteks = において.,En el contexto de = において.,ในบริบทของ = において,Trong bối cảnh = において.,,
作文が得意な友達に「どうやったらうまくなれるの？」と聞いたら、「たくさん書けば（ ）うまくなるよ。」と言われた。,必ずしも,たとえ,そのうち,さっき,そのうち,,,『そのうち』=やがて/いずれ。,Soon/eventually.,不久/迟早。,不久/遲早。,やがての意。,Bientôt = そのうち.,Lama-lama = そのうち.,Con el tiempo = そのうち.,สักวันหนึ่ง/ไม่นาน = そのうち,Rồi sẽ/không lâu = そのうち.,,
看護師の仕事は夜勤もあって大変だが、自分でこの仕事を選んだ（ ） 、がんばって続けたいと思う。,以上,とたん,あげくに,かのようで,以上,,,自分で選んだ『以上』=責任/覚悟。,Since (given that) I chose it → 以上.,既然自己选择→『以上』。,既然自己選擇→『以上』。,『以上』=だからには。,Puisque = 以上.,Karena sudah memilih → 以上.,Puesto que elegí → 以上.,ในเมื่อเลือกเอง → 以上,Vì đã chọn → 以上.,,
（内線電話で）山田「はい、山田です。」木村「受付の木村ですが、Ｘ社の中川様が（ ）。」山田「わかりました。すぐ行きます。」,伺いました,お目にかかりました,ございました,お越しになりました,お越しになりました,,,尊敬語：来訪→『お越しになりました』。,Honorific for come: お越しになりました.,尊敬语：来→お越しになりました。,尊敬語：來→お越しになりました。,来訪の尊敬表現。,Hono. venir = お越しになりました.,Hormat datang = お越しになりました.,Honorífico venir = お越しになりました.,รูปยกย่องของ มา = お越しになりました,Kính ngữ của đến = お越しになりました.,,
"人は一生のうちどのくらい寝ているのでしょうか。仮に一日８時間寝て、８０歳まで生きる（ ） 。すると、睡眠時間は約２３３,６００時間で、約２７年寝ている計算になります。",となりました,とします,とされていました,と見られます,とします,,,仮定の提示→『とします』。,"For assumption, use とします.",表示假定→とします。,表示假定→とします。,仮定=とします。,Hypothèse = とします.,Asumsi = とします.,Suposición = とします.,สมมติว่า = とします,Giả sử = とします.,,
夢を語る（ ）誰でもできるが、実現させるのは簡単なことではない。,だけでは,だけなら,ためしか,ためには,だけなら,,,『〜だけなら』=条件限定。語るだけなら誰でも。,Only if it's just talking (限定).,『〜だけなら』=仅限于…的话。,『〜だけなら』=僅限於…的話。,語るだけなら→誰でも。,Si es solo... = だけなら.,Kalau cuma... = だけなら.,Si solo... = だけなら.,ถ้าแค่... = だけなら,Nếu chỉ... = だけなら.,,
（説明書で）エアコンを掃除するときは、安全上、必ずコンセントを（ ）してからにしてください。,抜いたことを,抜いたことが,抜いてからに,抜いてからは,抜いてからに,,,手順：掃除前に必ず『抜いてからに』。,"Procedure: unplug first, then clean.",步骤：先拔掉再清洁。,步驟：先拔掉再清潔。,『抜いてからに』が定型。,"D'abord débrancher, puis nettoyer.",Cabut dulu baru bersihkan.,"Primero desenchufar, luego limpiar.",ถอดปลั๊กก่อนแล้วค่อยทำความสะอาด,Rút phích trước rồi mới vệ sinh.,,
私はスピーチが苦手なのに、今度友達の結婚パーティーでスピーチを（ ）、困っている。,しにくくて,してほしくて,させてみたくて,することになってしまって,することになってしまって,,,予定外で決定→『することになってしまって』。,Unintended appointment ended up happening.,出乎意料地被定下来了。,出乎意料地被定下來了。,意図せず決まった。,Décidé malgré soi.,Berujung harus melakukan (di luar rencana).,Terminó decidiéndose sin querer.,กลายเป็นว่าจะต้องพูด (ไม่ตั้งใจ),Bị thành ra phải làm (ngoài ý muốn).,,
せっかく、夕日がきれいなことで有名なＡ海岸に来たのに、急に雨が降り出した。どうも夕日は（ ）。,見えてもしかたない,見られないことだった,見られそうにない,見えないことがあった,見られそうにない,,,『〜そうにない』=可能性が低い。,Very unlikely to be able to see.,『〜そうにない』=可能性很低。,『〜そうにない』=可能性很低。,見られそうにない=見られない見込み。,Peu probable = 〜そうにない.,Kemungkinan kecil = 〜そうにない.,Poco probable = 〜そうにない.,ดูท่าจะไม่ได้เห็น = 〜そうにない,Khó mà thấy được = 〜そうにない.,,
山川「中村くん、毎日ジョギング（ ）？」中村「うん、そうなんだよ。」山川「実は、ぼくもなんだよ。走るっていいよね。」,しない,しててもいい,しちゃえば,してるんだって,してるんだって,,,伝聞の口語『〜んだって』=〜しているそうだ。,Colloquial hearsay: 〜んだって.,口语传闻：〜んだって。,口語傳聞：〜んだって。,『〜んだって』で共感。,Ouï-dire familier: 〜んだって.,Kabar tidak langsung: 〜んだって.,Oído coloquial: 〜んだって.,รูปภาษาพูดบอกเล่า = 〜んだって,Dạng khẩu ngữ truyền đạt = 〜んだって.,,
次の文の★に入る最もよいものを、一つ選びなさい。結婚生活を送る __ __ ★ __ 相手への思いやりの気持ちを持つことだと思う。,うえで,といえば,大切か,何が,何が,,,語順：うえで→何が→大切か→といえば。,"Correct order emphasizes: in married life, what's important is consideration.",正确语序：在婚姻生活中→体谅对方。,正確語序：在婚姻生活中→體諒對方。,語順問題。,Ordre logique.,Urutan logis.,Orden lógico.,ลำดับตรรกะ,Thứ tự hợp lý.,,
就職したときに __ __ ★ __ とうとう壊れたので、買い換えることにした。,ずっと,買って以来,かばんが,使っていた,使っていた,,,語順：買って以来→ずっと→使っていた→かばんが。,Order clarifies usage over time.,语序明确时间顺序。,語序明確時間順序。,語順問題。,Ordre temporel.,Urutan waktu.,Orden temporal.,ลำดับเวลา,Trình tự thời gian.,,
登山には不思議な魅力がある。登っているときはこんなに __ __ ★ __ なぜかまた登りたくなる。,思うのに,二度としたくないと,苦しいことは,山を下りて何日かすると,二度としたくないと,,,対比：登山中は辛い→後でまた行きたくなる。,Contrast between hardship and later desire.,对比：辛苦→又想去。,對比：辛苦→又想去。,逆説の魅力。,Paradoxe.,Paradoks.,Paradoja.,พาราดอกซ์,Nghịch lý.,,
彫刻家川村たけるが作る動物の彫刻作品は、形はシンプル __ __ __ ★ 生命力にあふれている。,動き出し,そうな,ながら,今にも,そうな,,,『ながら』で譲歩、『今にも〜そうな』で様態。,Simple yet looks alive.,虽简单却充满生命力。,雖簡單卻充滿生命力。,表現問題。,Concession + apparence.,Konsesi + tampilan.,Concesión + apariencia.,โครงสร้างเปรียบเทียบ,Cấu trúc biểu hiện.,,
ビジネスで成功できる人とできない人との違いは、どんなに大変な状況でもあきらめずに __ __ __ ★ と思う。,かどうか,取り組める,にある,最後まで,にある,,,肝：最後まで取り組めるかどうかにある。,Key is persistence.,关键是坚持。,關鍵是堅持。,『にある』で結論。,Clé réside dans.,Kunci ada pada.,La clave está en.,กุญแจอยู่ที่,Chìa khóa nằm ở.,,
,ご存じなわけだ,ご存じだろうか,ご存じのようだ,ご存じだからだろう,ご存じだろうか,readingimage0.png,,読者への問いかけ。,Rhetorical question.,反问。,反問。,問いかけ表現。,Question rhétorique.,Pertanyaan retoris.,Pregunta retórica.,คำถามเชิงวาทศิลป์,Câu hỏi tu từ.,P1,50
,それに,しかし,または,それどころか,しかし,readingimage0.png,,逆接の接続詞。,Adversative conjunction.,转折连词。,轉折連詞。,逆接。,Adversatif.,Adversatif.,Adversativo.,คำเชื่อมขัดแย้ง,Liên từ nghịch.,P1,51
,作成者が理解したのは,日本で考えられたのが,ここに生み出したのは,こうして生まれたのが,こうして生まれたのが,readingimage0.png,,経緯→結果。,Result from process.,过程→结果。,過程→結果。,流れ。,Processus→résultat.,Proses→hasil.,Proceso→resultado.,กระบวนการ→ผลลัพธ์,Quá trình→kết quả.,P1,52
,使用されている,使用した点だ,使用していける,使用したいものだ,使用されている,readingimage0.png,,受動で現状説明。,Passive description.,被动说明。,被動說明。,一般状態。,État passif.,Kondisi pasif.,Estado pasivo.,สภาพถูกใช้,Trạng thái bị động.,P1,53
,結果として表れるかもしれない,結果のはずだった,結果に違いない,結果でなければならなかった,結果に違いない,readingimage0.png,,強い確信。,Strong conviction.,强烈确信。,強烈確信。,断定。,Certitude.,Keyakinan.,Certeza.,มั่นใจ,Sự chắc chắn.,P1,54
筆者の考えに合うのはどれか。,ルールのないスポーツにも価値がある。,ルールはスポーツで楽しむためのものだ。,スポーツはルールを理解してから始めるべきだ。,スポーツを通して、ルールの重要さが理解できる。,ルールはスポーツで楽しむためのものだ。,readingimage1.png,,筆者：ルールは楽しむため。,Rules are for enjoyment.,规则为乐趣。,規則為樂趣。,主張。,Point.,Inti.,Idea.,ใจความ,Ý chính.,,
この文書を書いた、一番の目的は何か。,暖房の使用を減らす工夫について意見を求める。,暖房を使用せず、服装で調整することを求める。,暖房を無駄に使用しないことを求める。,暖房の温度を変更しないことを求める。,暖房を無駄に使用しないことを求める。,readingimage2.png,,目的：無駄防止。,Aim: reduce waste.,目的：减少浪费。,目的：減少浪費。,要点。,Aim.,Tujuan.,Objetivo.,เป้าหมาย,Mục đích.,,
筆者の考えに合うのはどれか。,「やりたいことをやる」には、大きな目標を立てることが大切だ。,「自分の望んでいること」を知れば、今何をすべきかがわかるようになる。,「自分のやっていること」が「自分の望んでいること」だと気づくことが大切だ。,「目の前のやりたいこと」を続ければ、それが「自分の望んでいること」になり得る。,「目の前のやりたいこと」を続ければ、それが「自分の望んでいること」になり得る。,readingimage3.png,,続けることの重要性。,Keep doing → becomes true desire.,持续→成为真正想做的。,持續→成為真正想做的。,継続。,Continuité.,Kelanjutan.,Continuidad.,ความต่อเนื่อง,Sự tiếp tục.,,
このはがきで紹介されている割引サービスについて正しいものはどれか。,コーヒー豆を定期購入している人は、１０月中だけ「冬の味わい」を１０%割引で買うことができる。,コーヒー豆を定期購入している人が１０月中に「冬の味わい」を予約すれば、１５%割引で買うことができる。,「冬の味わい」を１０月中に予約すれば、その他の商品をすべて１５%割引で買うことができる。,「冬の味わい」を買った人は、１０月中だけその他の商品をすべて１０%割引で買うことができる。,コーヒー豆を定期購入している人が１０月中に「冬の味わい」を予約すれば、１５%割引で買うことができる。,readingimage4.png,,条件一致が重要。,Condition-based discount.,条件折扣。,條件折扣。,条件理解。,Condition.,Syarat.,Condición.,เงื่อนไข,Điều kiện.,,
筆者によると、日記を書き続けるとどうなるか。,毎日を「いい一日」にしようとするようになる。,毎日が「いい一日」だと思えるようになる。,「いい一日」が訪れるのを楽しみにするようになる。,「いい一日」をいつまでも忘れないようになる。,毎日を「いい一日」にしようとするようになる。,readingimage5.png,,行動変化。,Behavior change.,行为改变。,行為改變。,結果。,Result.,Hasil.,Resultado.,ผลลัพธ์,Kết quả.,,
,本来の意味とは違う使い方がされている。,意味がないと思っている人が多い。,主に若者に対して使われている。,人によって使い方がさまざまだ。,本来の意味とは違う使い方がされている。,readingimage6.png,,本来と違う用法。,Different from original meaning.,与原意不同。,與原意不同。,指摘。,Point.,Inti.,Idea.,ใจความ,Ý chính.,P2,日本人が使う「個性」という言葉について、筆者はどのように述べているか。
,他人には理解できないものである。,人より目立つことで発揮できるものである。,人間なら誰でも持っているものである。,ファッションを通して主張できるものである。,人間なら誰でも持っているものである。,readingimage6.png,,誰もが持つ。,Everyone has it.,人人都有。,人人都有。,普遍性。,Universalité.,Universal.,Universalidad.,ทุกคนมี,Phổ quát.,P2,個性について、筆者の考えに合うものはどれか。
,自分の心に従って、関心があることを追い求めること。,自分が好きかどうかより、個性的に見られるかどうかを優先すること。,周囲の意見を参考に、無理なく自分の世界を広げること。,どんな物事にも、楽しさや面白さを見つける努力をすること。,自分の心に従って、関心があることを追い求めること。,readingimage6.png,,心に従い関心を追うことが『磨く』。,Polishing individuality = pursuing your interests.,顺从内心追求所爱。,順從內心追求所愛。,関心を追い求める。,Suivre ses intérêts.,Mengejar minat.,Perseguir intereses.,ทำตามใจ สนใจสิ่งที่รัก,Theo đuổi điều quan tâm.,P2,筆者によると、本当の意味で「個性を磨く」とはどのようなことか。
,話し手と聞き手が声を使って情報を共有するところ。,話し手と聞き手の関係が多様であるところ。,話し手が聞き手との親しさによって表現を使い分けるところ。,話し手が聞き手と場面を共有するところ。,話し手が聞き手と場面を共有するところ。,readingimage7.png,,話し手と聞き手が場面を共有する点。,Speaker and listener share the situation.,说话者与听者共享场景。,說話者與聽者共享場景。,場面共有が特徴。,Partage de la scène.,Berbagi situasi.,Comparten la situación.,ผู้พูดผู้ฟังแชร์สถานการณ์,Chia sẻ bối cảnh.,P3,筆者によると、「話し言葉」の重要な特徴とは何か。
,読み手に必要な情報を十分に説明していない時。,読み手が理解していることを再び説明してしまった時。,自分のために書いたものを相手に送ってしまった時。,気を悪くした相手にきちんと謝らなかった時。,読み手に必要な情報を十分に説明していない時。,readingimage7.png,,必要情報を十分に説明していない時。,When necessary info isn't fully explained.,未充分说明必要信息时。,未充分說明必要資訊時。,必要情報の不足。,Manque d'info nécessaire.,Kurang info yang perlu.,Falta info necesaria.,ขาดข้อมูลจำเป็น,Thiếu thông tin cần thiết.,P3,誤解が生じてとあるが、どのような時に誤解が生じるのか。
,相手がどのような情報を必要としているのかを調べることが大切だ。,何をどのように書けば相手が理解できるかを考えることが大切だ。,言い方や順序よりも文字と言葉の正確さを優先させたほうがいい。,読み書きの知識よりも書く内容を重視したほうがいい。,何をどのように書けば相手が理解できるかを考えることが大切だ。,readingimage7.png,,相手が理解できるように何をどう書くか考える。,Consider what/how to write for reader understanding.,考虑让对方理解的写法。,考慮讓對方理解的寫法。,理解重視の書き方。,Écrire pour être compris.,Menulis agar dipahami.,Escribir para ser comprendido.,เขียนให้ผู้อ่านเข้าใจ,Viết để người đọc hiểu.,P3,「書き言葉」について、筆者の考えに合うのはどれか。
,高くても遠い場所でのんびり過ごせればよかった。,経験したことのないことができればよかった。,気に入った場所に繰り返し行ければよかった。,近くて安い場所に短期間行ければよかった。,経験したことのないことができればよかった。,readingimage8.png,,未経験を求める旅がよかった。,Trips to experience the unexperienced.,追求未经历之事的旅行。,追求未經歷之事的旅行。,未体験重視。,Expériences inédites.,Pengalaman belum pernah.,Experiencias no vividas.,เน้นประสบการณ์ใหม่,Ưu tiên trải nghiệm mới.,P4,筆者によると、これまでの旅はどのようなものだったか。
,一回の旅行でさまざまな場所へ行けるかどうか。,観光するだけで満足できるかどうか。,行ってしたいことができるかどうか。,新しい場所へ行けるかどうか。,行ってしたいことができるかどうか。,readingimage8.png,,行って『したいことができるか』を重視。,Focus on whether you can do what you want there.,重视能否做到想做的事。,重視能否做到想做的事。,したいことができるか。,Si on peut faire ce qu'on veut y faire.,Bisa melakukan yang diinginkan.,Si se puede hacer lo que se quiere.,ทำสิ่งที่อยากทำได้ไหม,Có làm được điều muốn làm không.,P4,筆者によると、客は旅で何を重視するようになってきたか。
,個々のニーズに合った団体旅行を考え出すこと。,魅力を感じてもらえる場所を探し続けること。,旅行に行こうという気持ちにさせること。,価格を抑えた団体旅行を企画すること。,個々のニーズに合った団体旅行を考え出すこと。,readingimage8.png,,個々のニーズに合う団体旅行の設計が難しい。,Hard to design group tours matching individual needs.,难在满足个体化需求的团体游。,難在滿足個體化需求的團體遊。,個別最適×団体の矛盾。,Concevoir du sur-mesure en groupe.,Rancang tur grup sesuai kebutuhan individu.,Diseñar tours grupales a medida.,ออกแบบทัวร์กลุ่มให้ตรงความต้องการปัจเจกยาก,Thiết kế tour nhóm hợp nhu cầu cá nhân khó.,P4,筆者によると、旅行会社が難しいと感じている点は何か。
