question,option1,option2,option3,option4,answer,audioFileName,startTime,endTime,imageName,scriptKey,script_ko,script_en,script_zh_hans,script_zh_hant,script_ja,script_fr,script_id,script_es,script_th,script_vi
3ばん,リょこうに行きたいから,デパートでかいものがしたいから,日本人のはたらきかたがしりたいから,日本語のべんきょうがしたいから,日本人のはたらきかたがしりたいから,n4q2.m4a,337,415,,,"3번 학교에서 남자의 선생과 여성 유학생이 이야기를 하고 있습니다. 여학생은 왜 아르바이트를 하고 싶으신가요?  M: 곧 겨울 휴식이네요. 어디론가 여행을 떠나는 건가요. F: 아니요. 겨울 휴식은 백화점에서 아르바이트를 할 생각입니다. M: 아, 그렇군요. F: 일본인의 일하는 방식을 알고 싶습니다. M: 좋은 경험이 되겠네요. 일본어도 점점 능숙해질 거라고 생각합니다.  여학생은 왜 아르바이트를 하고 싶으신가요?","At the third school, with a male student A female student is talking. Why is it that women stay in school Do you want a part-time job?  M: Soon It's winter vacation. Are you going on a trip somewhere? F: No. I'm going to work part-time at a department store during winter vacation. M: Oh, really? F: I want to know how people work. M: It's going to be a good experience. I think you'll get better at Japanese.  Why is it that women stay in school Do you want a part-time job?",,,３番  学(がっ)校(こう)で、男(おとこ)の先(せん)生(せい)と 女(おんな)の留(りゅう)学(がく)生(せい)が話(はな)しています。 女(おんな)の留(りゅう)学(がく)生(せい)は、どうして アルバイトが したいですか。  Ｍ：もうすぐ 冬(ふゆ)休(やす)みですね。どこかへ 旅(りょ)行(こう)に 行(い)きますか。 Ｆ：いいえ。冬(ふゆ)休(やす)みは、デパートで アルバイトを するつもりです。 Ｍ：あ、そうですか。 Ｆ：日(に)本(ほん)人(じん)の 働(はたら)き方(かた)が 知(し)りたいんです。 Ｍ：いい 経(けい)験(けん)に なりますね。日(に)本(ほん)語(ご)も 上(じょう)手(ず)になると 思(おも)いますよ。  女(おんな)の留(りゅう)学(がく)生(せい)は、どうして アルバイトが したいですか。,,,,,
4ばん,かようび,すいようび,もくようび,きんようび,もくようび,n4q2.m4a,424,507,,,"4번 천기예보를 듣고 있습니다. 무슨 요일에, 하루 종일 비가 내리면 말하고 있나요?  M: 동경(동) 월요일부터 1주간의 천기예보입니다. 　　월요일과 일요일을 화요일은 맑을 것으로 예상됩니다. 　　수요일은 오전 중에는 맑지만, 오후부터는 흐리고, 밤에는 비가 올 것 같아요. 　　목요일은 하루 계속 비가 올 것 같아요. 　　금요일과 토요일은 맑고, 좋다 천기(天気)가 될 것입니다.  무슨 요일에, 하루 종일 비가 내리면 말하고 있나요?","Number 4 I'm listening to the Tenkiho report. Every Sunday, All Day When it rains Are you saying that?  M: In Tokyo From Monday to Sunday This is a week-long weather report. 　　Monday and Sunday Tuesday and Sunday will clear up. 　　Wednesday and Sunday are sunny in the middle of the afternoon, but after noon It will be cloudy and rainy at night. 　　Thursday and Sunday It will continue to rain. 　　Friday and Sunday Saturday is sunny and nice It's going to be heaven.  Every Sunday, All Day When it rains Are you saying that?",,,４番  天(てん)気(き)予(よ)報(ほう)を 聞(き)いています。 何(なん)曜(よう)日(び)に、一(いち)日(にち)中(じゅう) 雨(あめ)が 降(ふ)ると 言(い)っていますか。  Ｍ：東(とう)京(きょう)の 月(げつ)曜(よう)日(び)から １週(しゅう)間(かん)の 天(てん)気(き)予(よ)報(ほう)です。 　　月(げつ)曜(よう)日(び)と 火(か)曜(よう)日(び)は 晴(は)れるでしょう。 　　水(すい)曜(よう)日(び)は、午(ご)前(ぜん)中(ちゅう)は 晴(は)れますが、午(ご)後(ご)から 曇(くも)って、夜(よる)には 雨(あめ)になるでしょう。 　　木(もく)曜(よう)日(び)は 一(いち)日(にち) ずっと 雨(あめ)に なるでしょう。 　　金(きん)曜(よう)日(び)と 土(ど)日(にち)は 晴(は)れて、いい 天(てん)気(き)に なるでしょう。  何(なん)曜(よう)日(び)に、一(いち)日(にち)中(じゅう) 雨(あめ)が 降(ふ)ると 言(い)っていますか。,,,,,
5ばん,ぜんぜん読まない,月に1さつ読む,月に3さつ読む,月に10さついじょう読む,ぜんぜん読まない,n4q2.m4a,515,604,,,"5번 여성과 남성이 대화하고 있습니다. 남자는 가장 가까이, 얼마나 책을 읽고 있나요?  F: 야마다 씨는 책을 자주 읽나요? M: 음, 아이(코)와 함께할 때는 달에 10권(사츠)보다 읽고 있었지만, 가장 가까운 것은 전혀 읽지 않았네요. F: 그렇군요. M: 네, 일(일)이 바쁘거든요. 타나카 씨는 어떠세요? F: 최(さい)근(きん)은 전(せん)문(もん)의 책을 달에 약 3권 정도 읽고 있습니다. M: 그렇군요. 저도요(저)도 한 달에 한 권 정도는 읽고 싶은데요.  남자는 가장 가까이, 얼마나 책을 읽고 있나요?","The fifth girl and the man are talking. How close is the man to you Are you reading a book?  F: Yamada, do you read books often? M: Well, when I was a child, I went up more than 10 books a month I was reading it, but the last time I've been reading it, it's all right I didn't read it. F: Really? M: Yes, I'm busy with my work. How about you, Mr. Tanaka? F: Recently, I have about three books a month by specialists I'm reading. M: Really? Me too I'd like to read at least one book a month.  How close is the man to you Are you reading a book?",,,５番  女(おんな)の人(ひと)と 男(おとこ)の人(ひと)が話(はな)しています。 男(おとこ)の人(ひと)は、最(さい)近(きん)、どのぐらい 本(ほん)を 読(よ)んでいますか。  Ｆ：山(やま)田(だ)さんは、よく 本(ほん)を 読(よ)みますか。 Ｍ：うーん、子(こ)供(ども)のときは 月(つき)に 10冊(さつ)以(い)上(じょう) 読(よ)んでいましたが、最(さい)近(きん)は 全(ぜん)然(ぜん) 読(よ)んでいませんね。 Ｆ：そうですか。 Ｍ：ええ、仕(し)事(ごと)が 忙(いそが)しいんです。田(た)中(なか)さんは どうですか。 Ｆ：最(さい)近(きん)は、専(せん)門(もん)の 本(ほん)を 月(つき)に ３冊(さつ)ぐらい 読(よ)んでいます。 Ｍ：そうですか。私(わたし)も 月(つき)に １冊(さつ)ぐらいは 読(よ)みたいんですが。  男(おとこ)の人(ひと)は、最(さい)近(きん)、どのぐらい 本(ほん)を 読(よ)んでいますか。,,,,,
6ばん,小学校の先生,ピアニスト,けいさつかん,かんごし,ピアニスト,n4q2.m4a,612,705,,,"6번 남자의 학생과 여학생이 이야기를 하고 있습니다. 여학생은 자녀를 가질 때, 무엇이 되고 싶었나요?  M: 타나카 씨는, 장래에 어떤 일을 하고 싶으신가요? F: 장래는 초등학교 선배가 되고 싶습니다. M: 선생(せん)생(せい)인가요. 자(こ)공(ども) 때부터인가요. F: 자(子)공(童)일 때는 피아니스트가 되고 싶었어요. M: 음악이 좋아했었군요. 저는 어릴 적에 경찰관이 되는 것이 꿈이었습니다. F: 경찰관인가요. M: 하지만 가장 가까운 사람은 간호사가 되고 싶어요. F: 어, 그렇군요.  여학생은 자녀를 가질 때, 무엇이 되고 싶었나요?","Number 6 With a Boy's Student A female student is talking. What did a female student want to be when she was a child?  M: What do you want to do, Mr. Tanaka? F: Shorai wants to be a student ahead of elementary school. M: Was it your first life or since you were a child? F: When I was a child, I wanted to be a pianist. M: The music is You liked it. When I was a child, my dream was to become a police officer. F: Are you a police officer? M: But I want to be a nurse these days. F: Oh, really?  What did a female student want to be when she was a child?",,,６番  男(おとこ)の学(がく)生(せい)と 女(おんな)の学(がく)生(せい)が話(はな)しています。 女(おんな)の学(がく)生(せい)は、子(こ)供(ども)のとき、何(なに)に なりたかったですか。  Ｍ：田(た)中(なか)さんは、将(しょう)来(らい)、どんな 仕(し)事(ごと)が したいですか。 Ｆ：将(しょう)来(らい)は、小(しょう)学(がっ)校(こう)の 先(せん)生(せい)に なりたいです。 Ｍ：先(せん)生(せい)ですか。子(こ)供(ども)のときからですか。 Ｆ：子(こ)供(ども)のときは、ピアニストに なりたかったんです。 Ｍ：音(おん)楽(がく)が 好(す)きだったんですね。私(わたし)は 子(こ)供(ども)のとき、警(けい)察(さつ)官(かん)に なるのが 夢(ゆめ)でした。 Ｆ：警(けい)察(さつ)官(かん)ですか。 Ｍ：でも、最(さい)近(きん)は、看(かん)護(ご)師(し)に なりたいんです。 Ｆ：へえ、そうなんですか。  女(おんな)の学(がく)生(せい)は、子(こ)供(ども)のとき、何(なに)に なりたかったですか。,,,,,
7ばん,10時,10時10分,10時20分,10時30分,10時20分,n4q2.m4a,713,800,,,"7번 항구에서 배의 안내를 듣고 있습니다. 다음 배는 언제 출발하나요?  F: 여러분, 곧 다음 배가 출항합니다. 　　배는 가까운 섬을 30분 만에 돌아갑니다. 　　바다(우미)로부터 아름다운 경치를 즐길 수 있습니다. 　　출발은 10시 20분 예정입니다. 　　출발까지 10분(뿌)입니다. 　　티켓은 배 안에서 구매할 수 있습니다. 　　여러분, 한번 타보지 않으시겠어요?  다음 배는 언제 출발하나요?","I'm asking about the ship's plan at port 7. What time does the next ship leave?  F: Ladies and gentlemen, the next ship is leaving soon. 　　The ship takes 30 minutes to reach the nearby island I'll turn it around. 　　Beautiful from the Sea You can enjoy the scenery. 　　Departure is scheduled for 20 o'clock at 10 o'clock. 　　Until Departure It's ten minutes. 　　Tickets can be purchased on board the ship. 　　Ladies and gentlemen, why don't you take a ride?  What time does the next ship leave?",,,７番  港(みなと)で、船(ふね)の 案(あん)内(ない)を 聞(き)いています。 次(つぎ)の船(ふね)は、何(なん)時(じ)に 出(しゅっ)発(ぱつ)しますか。  Ｆ：皆(みな)様(さま)、もうすぐ、次(つぎ)の船(ふね)が 出(しゅっ)発(ぱつ)します。 　　船(ふね)は、近(ちか)くの 島(しま)を 30分(ぷん)で 回(まわ)ります。 　　海(うみ)からの 美(うつく)しい 景(け)色(しき)を 楽(たの)しむことが できます。 　　出(しゅっ)発(ぱつ)は 10時(じ)20分(ぷん)の 予(よ)定(てい)です。 　　出(しゅっ)発(ぱつ)まで 10分(ぷん)です。 　　チケットは 船(ふね)の中(なか)で 買(か)うことが できます。 　　皆(みな)様(さま)、乗(の)ってみませんか。  次(つぎ)の船(ふね)は、何(なん)時(じ)に 出(しゅっ)発(ぱつ)しますか。,,,,,
1ばん,1,2,3,,1,n4q3.m4a,87,118,audioimage6,,1번 기념품을 샀어요. 선배에게 드립니다. 뭐라고 말하나요?  F:1. 이것은 기념품(선물)입니다. 부디. 2. 선물(기념품)으로 받아 주세요. 　　3. 기념품을 미리 사 둡니다.,I bought the most souvenirs. I'll give it to my seniors. What do you want to say?  F:1. This is a souvenir. Here you go. 2. I'll have some souvenirs. 　　3. I'll buy some souvenirs.,,,１番  お土(みやげ)産(げ)を 買(か)いました。 先(せん)輩(ぱい)に あげます。何(なん)と 言(い)いますか。  Ｆ：１．これ、お土(みやげ)産(げ)です。どうぞ。 　　２．お土(みやげ)産(げ)、頂(いただ)きます。 　　３．お土(みやげ)産(げ)を 買(か)っておきます。,,,,,
2ばん,1,2,3,,2,n4q3.m4a,125,157,audioimage7,,"2번 내일, 두 사람과 함께 영상에 가고 싶습니다. 뭐라고 말할까요.  M: 1. 내일, 영화에 초대합시다. 　　2. 내일, 그림을 보러 가시겠습니까? 　　3. 내일, 영화에 가고 싶다고 합니다.","I want to go to a movie together tomorrow. What do you say?  M:1. Tomorrow, I'll invite you to a movie. 　　2.Would you like to go see a movie tomorrow? 　　3. They want to go to the movies tomorrow.",,,２番  明(あした)日(にち)、二人(ふたり)で 映(えい)画(が)に 行(い)きたいです。 何(なん)と 言(い)いますか。  Ｍ：１．明(あした)日(にち)、映(えい)画(が)に 誘(さそ)いましょう。 　　２．明(あした)日(にち)、映(えい)画(が)を 見(み)に 行(い)きませんか。 　　３．明(あした)日(にち)、映(えい)画(が)に 行(い)きたいそうですよ。,,,,,
3ばん,1,2,3,,1,n4q3.m4a,164,196,audioimage8,,"3번 검은 판자의 글자가 작아 읽을 수 없습니다. 선생에 뭐라고 말할까요.  F:1. 죄송합니다, 잘 보이지 않네요. 　　2. 죄송합니다, 읽어도 아시겠어요. 　　3. 죄송합니다, 써 드릴까요?","Number 3 The black board is too small to read. in advance What do you say?  F:1. Sorry, I can't see it well. 　　2. Sorry, even if you read it All right. 　　3.Excuse me, shall I write?",,,３番  黒(こく)板(ばん)の 字(じ)が 小(ちい)さくて、読(よ)めません。 先(せん)生(せい)に 何(なん)と 言(い)いますか。  Ｆ：１．すいません、よく 見(み)えません。 　　２．すいません、読(よ)んでも いいですか。 　　３．すいません、書(か)きましょうか。,,,,,
4ばん,1,2,3,,2,n4q3.m4a,204,233,audioimage9,,"4번 선생(せん)생(せい)에 지금, 함께 이야기하고 싶습니다. 뭐라고 말할까요.  M:1. 저기, 언제일까요. 　　2. 조금 괜찮으신가요? 　　3. 상담하고 부탁드립니다.","Fourth, first I'd like to talk to you now. What do you say?  M: 1. Excuse me, when is it? 　　2) A little bit Would that be all right with you? 　　3. Talk to each other Would you mind giving it to me?",,,４番  先(せん)生(せい)に 今(いま)、相(そう)談(だん)したいです。 何(なん)と 言(い)いますか。  Ｍ：１．あのう、いつでしょうか。 　　２．ちょっと よろしいでしょうか。 　　３．相(そう)談(だん)して くださいませんか。,,,,,
5ばん,1,2,3,,1,n4q3.m4a,240,268,audioimage10,,"5번 친구들의 펜을 빌리고 싶습니다. 뭐라고 말할까요.  M:1. 펜, 빌려줄 수 있어? 　　2. 펜을 잡아준다. 　　3. 펜을 사용해 주는.",I'd like to borrow a pen from my friend number 5. What do you say?  M:1. Can you lend me a pen? 　　2. I'll get you a pen. 　　3. They will use the pen.,,,５番  友(とも)達(だち)の ペンを 借(か)りたいです。 何(なん)と 言(い)いますか。  Ｍ：１．ペン、貸(か)してもらえる？ 　　２．ペン、取(と)ってあげる。 　　３．ペン、使(つか)ってくれる。,,,,,
1ばん,1,2,3,,2,n4q4.m4a,91,113,,,1번 F: 어디에 행(이)군인가요? M:1. 잘 다녀와. 　　2. 조금 식사에 다녀오겠습니다. 　　3. 기(氣)를 붙여 주세요.,Number 1 F: Where Are you going? M: 1. Have a nice day. 　　2) A little bit I'm going to go eat. 　　3. Be careful.,,,１番  Ｆ：どこに 行(い)くんですか。 Ｍ：１．いってらっしゃい。 　　２．ちょっと 食(しょく)事(じ)に 行(い)ってきます。 　　３．気(き)をつけてください。,,,,,
2ばん,1,2,3,,3,n4q4.m4a,119,144,,,"2번 F: 있잖아, 교토에 가본 적 있어? M: 1. 가지 못했어. 　　2. 그래, 갔구나. 　　3. 응, 한 번은 있어.","2 F: Hey, Kei, Kei, is the Tokyo (a) is the line?M: No. No.2. That's the line.3. Yes, it's one time.",,,２番  Ｆ：ねえ、京(きょう)都(と)、行(い)ったことある？ Ｍ：１．行(い)かなかったよ。 　　２．そう、行(い)ったんだ。 　　３．うん、１回(かい)あるよ。,,,,,
3ばん,1,2,3,,2,n4q4.m4a,150,176,,,"3번 M: 왜 어제(어제), 수업을 쉬었나요? F:1. 쉴 수도 있습니다. 　　2. 바람(카)과 악(제)을 끌어당겨 버렸습니다. 　　3. 천천히 휴식을 취해 주세요.",Number 3 M: Why Did you take a leave of absence from school yesterday? F: 1. I might rest. 　　2. I caught a bad wind. 　　3. Slowly Please take a rest.,,,３番  Ｍ：どうして 昨日(きのう)、授(じゅ)業(ぎょう)を 休(やす)んだんですか。 Ｆ：１．休(やす)むかもしれません。 　　２．風(か)邪(ぜ)を ひいてしまいました。 　　３．ゆっくり 休(やす)んでください。,,,,,
4ばん,1,2,3,,1,n4q4.m4a,183,208,,,"4번 M: 여름 휴식에 나라(くに)로 돌아가면, 무엇을 할까요? F:1. 친구들에게 만나려고 합니다. 　　2. 어머니(하하)를 만났습니다. 　　3. 다음 달에 합니다.",Number 4: On Summer Break To the Country What are you going to do when you get home? F:1. I'm going to meet my friends. 　　2. I met my mother. 　　3. Next month.,,,４番  Ｍ：夏(なつ)休(やす)みに 国(くに)へ 帰(かえ)ったら、何(なに)を しますか。 Ｆ：１．友(とも)達(だち)に 会(あ)うつもりです。 　　２．母(はは)に 会(あ)いました。 　　３．来(らい)月(げつ)に します。,,,,,
5ばん,1,2,3,,2,n4q4.m4a,214,239,,,"5번 M: 학교를 쉬게 할 때는 전화해 주세요. F:1. 언제 쉬는 건가요? 　　2. 네, 연(れん)락(らく)합니다. 　　3. 전화를 기다리고 있습니다.","Number 5 M: Talk to me on the phone when you are absent from school. F:1. When Are you going to rest? 　　2. Yes, I will contact you. 　　3. I'm waiting for your call.",,,５番  Ｍ：学(がっ)校(こう)を 休(やす)むときは 電(でん)話(わ)してください。 Ｆ：１．いつ 休(やす)むんですか。 　　２．はい、連(れん)絡(らく)します。 　　３．電(でん)話(わ)を 待(ま)っています。,,,,,
6ばん,1,2,3,,3,n4q4.m4a,245,270,,,"6번 M: 저기, 그 책을 가져다 주실 수 없나요? F:1. 고마워요. 　　2. 받았어요. 　　3. 어, 어느 거예요?","Number 6 M: Excuse me, can you take that book for me? F:1. Thank you. 　　2. I got it. 　　3. Which one?",,,６番  Ｍ：あのう、その 本(ほん)を 取(と)ってくれませんか。 Ｆ：１．ありがとう。 　　２．もらいましたよ。 　　３．え、どれですか。,,,,,
7ばん,1,2,3,,3,n4q4.m4a,276,300,,,"7번 F: 존 씨, 일본어를 말할 수 있나요? M: 1. 벤(勉) 강(強) 해 주세요. 　　2. 알겠습니다. 　　3. 조금이라면 할 수 있습니다。","Number 7 F: John, can you speak Japanese? M: 1. Study hard. 　　2. All right. 　　3. A Little You can do it.",,,７番  Ｆ：ジョンさん、日本(にほん)語(ご)が 話(はな)せますか。 Ｍ：１．勉(べん)強(きょう)してください。 　　２．分(わ)かりました。 　　３．少(すこ)しなら できます。,,,,,
8ばん,1,2,3,,1,n4q4.m4a,306,333,,,"8번 M: 아, 타나카 씨, 검은 판을 지워 주실 수 있나요? F:1. 네, 바로 할게요. 　　2. 깨끗하게 그렇죠. 　　3. 여기로 두어두세요.","Number 8 M: Oh, Mr. Tanaka, would you please erase the black board? F:1. Yes, I'll do it right away. 　　2. Cleanly I see. 　　3. Here Let's put it down.",,,８番  Ｍ：あ、田(た)中(なか)さん、黒(こく)板(ばん)を 消(け)しておいてくれませんか。 Ｆ：１．はい、すぐに やります。 　　２．きれいに なりましたね。 　　３．ここに 置(お)きましょう。,,,,,
